MP,FG%,3P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
37.11,0.65,0.6,0.545,1.0,4.0,5.0,6.0,2.0,1.0,4.0,0.0,35.0
31.35,0.5710000000000001,0.4,0.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,5.0,10.0
28.33,0.429,0.0,0.0,4.0,3.0,7.0,6.0,2.0,0.0,3.0,4.0,12.0
7.51,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0
26.57,0.6,0.0,1.0,2.0,9.0,11.0,1.0,0.0,0.0,1.0,3.0,12.0
23.12,0.33299999999999996,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0
21.11,0.4,0.33299999999999996,0.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,13.0
14.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0
5.34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.44,0.545,0.0,0.556,3.0,9.0,12.0,4.0,0.0,1.0,3.0,3.0,17.0
35.0,0.33299999999999996,0.5,1.0,0.0,5.0,5.0,1.0,3.0,0.0,4.0,4.0,14.0
33.52,0.818,0.0,0.857,1.0,2.0,3.0,9.0,2.0,0.0,5.0,2.0,24.0
24.08,0.6,0.0,0.0,1.0,7.0,8.0,0.0,1.0,3.0,0.0,0.0,12.0
20.28,0.375,0.667,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,8.0
28.44,0.556,0.5,1.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,15.0
27.28,0.6,0.0,0.33299999999999996,2.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,7.0
18.04,0.667,0.6,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,15.0
11.48,0.33299999999999996,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.24,0.429,0.0,0.833,6.0,8.0,14.0,2.0,0.0,0.0,2.0,3.0,11.0
29.23,0.28600000000000003,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,3.0,4.0
29.13,0.25,0.33299999999999996,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,9.0
28.12,0.5,0.667,1.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,21.0
20.58,0.444,0.5,0.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,11.0
25.15,0.3,0.375,0.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,9.0
20.24,0.5,0.0,0.5,1.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,3.0
19.48,0.429,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,12.0
18.47,0.444,0.0,0.5,2.0,6.0,8.0,0.0,0.0,0.0,1.0,1.0,9.0
18.36,0.0,0.0,0.75,0.0,4.0,4.0,0.0,1.0,0.0,2.0,4.0,3.0
40.48,0.484,0.5710000000000001,0.8,3.0,2.0,5.0,3.0,3.0,0.0,6.0,3.0,42.0
37.04,0.563,0.0,0.5,0.0,10.0,10.0,4.0,1.0,1.0,0.0,3.0,19.0
33.11,0.778,0.0,0.5,2.0,9.0,11.0,3.0,1.0,3.0,3.0,4.0,15.0
31.06,0.5,0.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,2.0,3.0,15.0
30.04,0.0,0.0,1.0,0.0,1.0,1.0,10.0,3.0,0.0,0.0,4.0,2.0
21.39,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0
18.08,0.33299999999999996,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0
16.54,0.0,0.0,0.5,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.54,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40.03,0.462,0.0,1.0,4.0,9.0,13.0,2.0,2.0,1.0,2.0,1.0,30.0
38.07,0.375,0.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,7.0
35.15,0.467,0.667,1.0,0.0,4.0,4.0,12.0,5.0,0.0,4.0,3.0,18.0
23.08,0.25,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,4.0
14.3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0
30.39,0.667,0.25,0.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,13.0
18.31,0.5,0.33299999999999996,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0
17.0,0.75,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,7.0
14.51,0.4,0.0,0.5,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,5.0
7.57,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
41.56,0.467,0.33299999999999996,0.833,0.0,3.0,3.0,10.0,3.0,1.0,6.0,1.0,20.0
38.05,0.4,0.5,0.857,1.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,25.0
35.06,0.308,0.0,0.0,1.0,7.0,8.0,3.0,1.0,4.0,5.0,3.0,8.0
19.57,1.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,0.0,3.0,4.0,6.0
18.54,0.5,0.0,1.0,2.0,6.0,8.0,1.0,0.0,0.0,2.0,1.0,8.0
25.45,0.25,0.0,1.0,4.0,7.0,11.0,0.0,2.0,0.0,0.0,2.0,10.0
22.02,0.16699999999999998,0.2,1.0,3.0,4.0,7.0,3.0,1.0,1.0,0.0,0.0,4.0
18.26,0.667,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0
13.46,0.33299999999999996,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0
4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
33.12,0.611,0.0,0.667,8.0,8.0,16.0,3.0,0.0,1.0,2.0,4.0,24.0
33.03,0.231,0.25,0.833,1.0,4.0,5.0,6.0,1.0,0.0,2.0,2.0,18.0
26.21,0.5,0.25,0.833,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,12.0
21.53,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0
14.13,1.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,4.0,8.0
29.25,0.4,0.4,1.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,5.0,12.0
25.37,0.25,0.5,0.667,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,7.0
18.54,0.5,0.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0
16.02,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0
11.01,0.0,0.0,0.75,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0
5.39,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
4.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
43.44,0.5,0.75,0.7140000000000001,0.0,2.0,2.0,7.0,1.0,0.0,2.0,3.0,16.0
41.3,0.529,0.0,0.667,3.0,3.0,6.0,3.0,0.0,1.0,2.0,2.0,26.0
39.24,0.5329999999999999,0.5,0.833,1.0,3.0,4.0,5.0,2.0,1.0,0.0,3.0,23.0
32.08,0.467,1.0,1.0,1.0,6.0,7.0,2.0,0.0,0.0,1.0,5.0,20.0
25.58,0.33299999999999996,0.0,0.5,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0
22.52,0.75,1.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,4.0,5.0,9.0
15.36,0.33299999999999996,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0
9.31,1.0,0.0,0.75,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0
9.17,0.429,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0
35.49,0.33299999999999996,0.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,4.0,3.0,6.0
35.33,0.41700000000000004,0.5,0.9,1.0,2.0,3.0,3.0,0.0,1.0,6.0,4.0,21.0
33.36,0.33299999999999996,0.33299999999999996,0.0,0.0,6.0,6.0,2.0,1.0,0.0,2.0,2.0,7.0
28.51,0.526,0.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,3.0,2.0,21.0
25.28,0.0,0.0,0.75,3.0,9.0,12.0,1.0,0.0,3.0,0.0,3.0,3.0
22.48,0.41700000000000004,0.0,0.0,4.0,4.0,8.0,2.0,0.0,0.0,1.0,2.0,10.0
20.14,0.429,0.33299999999999996,0.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,7.0
18.52,0.16699999999999998,0.2,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0
8.5,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0
7.21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.38,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
37.01,0.42100000000000004,0.16699999999999998,1.0,2.0,3.0,5.0,0.0,3.0,1.0,0.0,2.0,21.0
31.51,0.545,0.33299999999999996,1.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,17.0
27.01,0.33299999999999996,0.0,0.5,4.0,5.0,9.0,3.0,0.0,2.0,3.0,3.0,11.0
26.01,0.455,0.33299999999999996,1.0,1.0,7.0,8.0,1.0,2.0,0.0,2.0,2.0,17.0
20.4,0.5,0.0,0.0,3.0,5.0,8.0,2.0,1.0,2.0,0.0,1.0,8.0
25.24,0.4,0.667,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,8.0
22.33,0.125,0.0,1.0,4.0,2.0,6.0,0.0,0.0,2.0,2.0,1.0,6.0
16.46,0.16699999999999998,0.0,1.0,2.0,2.0,4.0,0.0,3.0,0.0,1.0,1.0,3.0
12.28,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0
12.21,0.33299999999999996,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0
2.38,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2.38,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39.49,0.294,0.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,13.0
35.13,0.563,0.2,0.667,1.0,6.0,7.0,5.0,5.0,0.0,2.0,1.0,23.0
30.48,0.2,0.25,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,5.0
22.52,0.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,12.0
19.25,0.5,0.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,3.0,4.0
31.11,0.462,0.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,18.0
25.42,0.583,0.667,1.0,0.0,5.0,5.0,2.0,2.0,0.0,2.0,4.0,24.0
13.07,0.25,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0
11.47,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
10.06,0.25,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0
42.33,0.846,0.0,0.25,7.0,11.0,18.0,2.0,1.0,5.0,2.0,3.0,23.0
40.29,0.5,0.28600000000000003,0.75,1.0,6.0,7.0,0.0,1.0,0.0,2.0,2.0,27.0
37.0,0.429,0.0,1.0,3.0,6.0,9.0,9.0,0.0,1.0,8.0,3.0,19.0
25.57,0.3,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,2.0,1.0,6.0
20.41,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
23.38,0.4,0.33299999999999996,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,9.0
22.03,0.1,0.0,0.0,3.0,5.0,8.0,1.0,0.0,1.0,0.0,2.0,2.0
11.0,0.33299999999999996,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0
7.48,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
5.27,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
38.05,0.467,1.0,0.0,1.0,3.0,4.0,0.0,0.0,2.0,3.0,2.0,15.0
35.5,0.16699999999999998,0.0,0.0,1.0,2.0,3.0,8.0,1.0,0.0,2.0,0.0,2.0
27.51,0.273,0.0,0.0,6.0,7.0,13.0,2.0,0.0,0.0,0.0,3.0,6.0
17.28,0.33299999999999996,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0
13.42,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
34.18,0.35,0.5,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,15.0
20.09,0.2,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0
18.32,0.545,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,12.0
17.42,0.33299999999999996,0.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0
16.23,0.33299999999999996,0.5,0.0,2.0,6.0,8.0,5.0,1.0,0.0,1.0,1.0,5.0
41.28,0.35,0.33299999999999996,1.0,2.0,2.0,4.0,11.0,3.0,0.0,0.0,0.0,18.0
38.31,0.43799999999999994,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,14.0
33.38,0.5329999999999999,0.0,1.0,0.0,13.0,13.0,2.0,1.0,1.0,1.0,4.0,17.0
28.07,0.2,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0
25.43,0.4,0.0,0.0,2.0,10.0,12.0,1.0,0.0,1.0,0.0,0.0,4.0
22.17,0.444,0.0,0.75,5.0,7.0,12.0,0.0,1.0,1.0,1.0,0.0,11.0
19.45,0.444,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0
16.09,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
14.22,0.0,0.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
46.57,0.33299999999999996,0.0,0.8,7.0,3.0,10.0,5.0,1.0,2.0,2.0,2.0,22.0
39.31,0.5,0.0,0.5,1.0,3.0,4.0,5.0,0.0,2.0,2.0,4.0,13.0
34.57,0.33299999999999996,0.0,0.5,3.0,5.0,8.0,2.0,1.0,0.0,3.0,3.0,10.0
34.15,0.25,0.25,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0
19.39,0.4,0.0,0.0,1.0,6.0,7.0,0.0,1.0,1.0,0.0,2.0,4.0
41.42,0.6,0.857,0.833,4.0,4.0,8.0,1.0,1.0,4.0,3.0,4.0,29.0
29.08,0.25,0.33299999999999996,1.0,0.0,3.0,3.0,4.0,4.0,0.0,3.0,4.0,11.0
15.36,0.8,0.0,0.5,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,11.0
3.15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
49.23,0.364,0.0,0.9229999999999999,0.0,3.0,3.0,3.0,2.0,0.0,3.0,4.0,28.0
48.47,0.5,0.6,0.8,2.0,6.0,8.0,9.0,1.0,0.0,4.0,5.0,33.0
32.01,0.429,0.0,0.0,2.0,8.0,10.0,2.0,0.0,0.0,5.0,4.0,6.0
26.4,0.4,0.0,1.0,7.0,5.0,12.0,2.0,2.0,1.0,2.0,6.0,6.0
16.41,0.33299999999999996,0.0,0.0,2.0,3.0,5.0,0.0,1.0,1.0,1.0,4.0,4.0
39.28,0.43799999999999994,0.28600000000000003,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,18.0
23.22,0.33299999999999996,0.0,0.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,3.0,2.0
20.49,0.5,0.0,0.5,1.0,6.0,7.0,0.0,0.0,2.0,0.0,1.0,7.0
7.5,0.0,0.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0
37.41,0.5710000000000001,0.5,1.0,0.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,23.0
23.01,0.0,0.0,0.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,1.0
21.21,0.6,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,1.0,4.0,6.0
20.04,0.5,0.667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,10.0
16.12,0.5,0.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,7.0
27.56,0.5,0.5,0.75,0.0,3.0,3.0,6.0,1.0,1.0,4.0,5.0,14.0
26.47,0.43799999999999994,0.0,0.5,4.0,6.0,10.0,0.0,1.0,3.0,0.0,3.0,15.0
24.59,0.2,0.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,5.0
19.51,0.6,0.0,1.0,2.0,5.0,7.0,5.0,1.0,2.0,1.0,2.0,9.0
11.49,0.667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0
7.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0
2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.13,0.462,0.0,0.667,3.0,8.0,11.0,3.0,0.0,2.0,0.0,3.0,20.0
41.33,0.41700000000000004,0.5,0.857,0.0,1.0,1.0,7.0,2.0,0.0,2.0,2.0,17.0
39.42,0.474,0.667,0.75,2.0,3.0,5.0,2.0,2.0,0.0,1.0,0.0,23.0
25.23,0.28600000000000003,0.0,1.0,4.0,4.0,8.0,2.0,1.0,1.0,1.0,0.0,12.0
17.47,0.8,0.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,4.0,12.0
19.15,0.5,0.0,0.75,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0
18.39,0.375,0.667,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,9.0
18.08,0.5,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0
10.53,0.25,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0
6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
31.37,0.368,0.0,0.0,1.0,5.0,6.0,3.0,0.0,0.0,5.0,4.0,14.0
27.33,0.3,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,6.0
27.21,1.0,0.0,1.0,5.0,2.0,7.0,1.0,0.0,1.0,3.0,1.0,14.0
20.5,0.16699999999999998,0.0,0.5,1.0,6.0,7.0,3.0,1.0,0.0,1.0,3.0,3.0
19.41,0.5,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,6.0
31.07,0.14300000000000002,0.0,0.5,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0
22.2,0.0,0.0,0.5,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,1.0
20.21,0.5,0.4,0.0,2.0,2.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0
14.11,0.5,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,14.0
12.0,0.667,1.0,1.0,1.0,3.0,4.0,0.0,2.0,0.0,1.0,3.0,12.0
4.41,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
4.41,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3.37,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
27.5,0.5,0.667,0.875,1.0,7.0,8.0,8.0,3.0,0.0,2.0,1.0,21.0
27.48,0.769,0.5,1.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,28.0
25.3,0.5,0.0,0.833,0.0,5.0,5.0,2.0,0.0,2.0,1.0,3.0,9.0
23.42,0.5,0.0,0.0,1.0,4.0,5.0,0.0,0.0,3.0,0.0,3.0,4.0
19.21,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
26.55,0.667,0.6,1.0,1.0,1.0,2.0,4.0,0.0,0.0,3.0,3.0,24.0
18.34,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,5.0,3.0,0.0
17.21,0.25,0.2,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0
16.57,0.33299999999999996,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0
16.39,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0
7.39,0.5,0.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0
6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.33,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32.35,0.28600000000000003,0.14300000000000002,1.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,14.0
31.07,0.125,0.0,0.33299999999999996,2.0,1.0,3.0,3.0,2.0,0.0,4.0,2.0,3.0
28.56,0.33299999999999996,0.0,1.0,4.0,6.0,10.0,0.0,0.0,0.0,1.0,4.0,12.0
24.26,0.125,0.0,0.5,3.0,6.0,9.0,0.0,1.0,0.0,2.0,2.0,3.0
21.59,0.429,0.0,1.0,1.0,6.0,7.0,3.0,2.0,1.0,1.0,1.0,8.0
25.05,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0
23.15,0.125,0.25,0.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0
18.51,0.3,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0
17.57,0.5,0.0,0.5,4.0,4.0,8.0,1.0,1.0,0.0,1.0,5.0,9.0
9.59,0.16699999999999998,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
5.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
29.18,1.0,1.0,0.0,0.0,3.0,3.0,6.0,6.0,1.0,2.0,1.0,5.0
21.44,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0
21.01,0.556,0.0,0.0,4.0,4.0,8.0,2.0,0.0,0.0,2.0,1.0,10.0
20.25,0.429,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,14.0
16.17,0.33299999999999996,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0
26.59,0.75,1.0,0.5,0.0,6.0,6.0,1.0,1.0,0.0,3.0,1.0,16.0
22.57,0.615,0.5,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,21.0
22.16,0.429,0.5,0.5,0.0,7.0,7.0,2.0,0.0,1.0,1.0,3.0,9.0
16.54,0.33299999999999996,0.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,7.0
15.38,0.6,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,6.0
12.02,0.25,0.0,0.75,2.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0
8.06,0.16699999999999998,0.0,0.5,3.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,4.0
6.23,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
33.09,0.2,0.25,0.9,0.0,3.0,3.0,5.0,1.0,0.0,5.0,1.0,16.0
31.16,0.4,0.33299999999999996,0.667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0
30.26,0.727,0.0,0.667,5.0,5.0,10.0,1.0,1.0,0.0,2.0,2.0,18.0
29.32,0.444,0.0,1.0,2.0,5.0,7.0,2.0,0.0,1.0,4.0,3.0,9.0
29.09,0.5,0.33299999999999996,0.667,0.0,3.0,3.0,3.0,2.0,0.0,2.0,4.0,11.0
22.37,0.455,0.429,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,13.0
16.51,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0
15.49,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
12.0,0.8,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0
11.11,0.5,0.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27.3,0.462,0.0,1.0,6.0,6.0,12.0,3.0,4.0,0.0,3.0,1.0,18.0
23.3,0.33299999999999996,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,3.0,2.0
23.08,0.563,0.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,20.0
22.38,0.6,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,10.0
22.12,0.833,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,12.0
26.36,0.28600000000000003,0.0,0.4,0.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,6.0
19.36,0.5,0.0,0.0,2.0,2.0,4.0,6.0,1.0,0.0,1.0,4.0,4.0
18.46,0.5,0.0,0.5,3.0,5.0,8.0,0.0,2.0,0.0,1.0,2.0,7.0
18.16,0.33299999999999996,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0
17.55,0.75,0.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,3.0,2.0,17.0
9.11,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0
