MP,FG%,3P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
24.2,0.8,0.0,1.0,5.0,3.0,8.0,1.0,2.0,2.0,3.0,4.0,14.0
24.19,0.25,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,1.0,2.0,4.0
23.48,0.25,0.0,0.5,2.0,3.0,5.0,0.0,0.0,3.0,0.0,2.0,4.0
16.35,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
9.4,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0
37.02,0.4,0.2,1.0,0.0,5.0,5.0,3.0,0.0,0.0,2.0,1.0,15.0
33.17,0.545,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,2.0,12.0
33.16,0.5379999999999999,0.33299999999999996,0.7140000000000001,0.0,4.0,4.0,2.0,4.0,0.0,5.0,3.0,20.0
19.12,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0
13.16,0.33299999999999996,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0
34.09,0.25,0.33299999999999996,0.0,1.0,11.0,12.0,4.0,0.0,0.0,2.0,2.0,6.0
17.27,0.0,0.0,0.5,2.0,3.0,5.0,1.0,0.0,1.0,2.0,3.0,1.0
16.3,0.33299999999999996,0.5,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0
16.06,0.5710000000000001,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,8.0
8.39,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
6.49,0.4,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
4.17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.06,0.41700000000000004,0.33299999999999996,1.0,2.0,14.0,16.0,1.0,1.0,2.0,1.0,1.0,26.0
26.58,0.28600000000000003,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,4.0
26.13,0.5,0.0,0.5,2.0,2.0,4.0,0.0,2.0,0.0,2.0,1.0,11.0
22.42,0.4,0.4,0.0,0.0,2.0,2.0,8.0,3.0,0.0,1.0,2.0,6.0
16.54,0.4,0.0,0.5,3.0,5.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0
31.4,0.545,0.5710000000000001,0.0,1.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,16.0
25.18,0.375,0.0,1.0,1.0,3.0,4.0,5.0,0.0,0.0,1.0,3.0,7.0
22.55,0.5710000000000001,0.0,0.5,2.0,3.0,5.0,1.0,0.0,3.0,0.0,1.0,9.0
19.31,0.25,0.0,0.0,0.0,4.0,4.0,2.0,2.0,1.0,0.0,2.0,4.0
11.1,0.0,0.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0
3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.53,0.409,0.0,1.0,2.0,5.0,7.0,3.0,1.0,1.0,2.0,2.0,23.0
40.14,0.5379999999999999,0.5,0.0,0.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,16.0
38.14,0.375,0.0,0.833,2.0,5.0,7.0,5.0,0.0,1.0,2.0,5.0,11.0
30.08,0.75,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,12.0
24.37,0.455,0.0,0.0,4.0,1.0,5.0,2.0,2.0,0.0,2.0,4.0,10.0
31.36,0.25,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,6.0
15.37,1.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0
9.57,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0
8.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
46.58,0.41200000000000003,0.429,1.0,3.0,4.0,7.0,9.0,4.0,0.0,4.0,3.0,24.0
37.33,0.364,0.25,0.0,0.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,9.0
34.18,0.615,0.667,0.667,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,22.0
20.46,0.7140000000000001,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,10.0
19.5,1.0,0.0,0.5,1.0,5.0,6.0,0.0,0.0,0.0,1.0,4.0,9.0
30.14,0.4,0.0,0.0,2.0,7.0,9.0,1.0,0.0,0.0,0.0,1.0,8.0
23.58,0.16699999999999998,0.2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0
14.48,0.33299999999999996,0.0,0.5,3.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,6.0
11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
41.43,0.45,0.0,0.7140000000000001,6.0,10.0,16.0,4.0,3.0,1.0,7.0,3.0,28.0
34.48,0.444,0.4,1.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,2.0,11.0
33.34,0.5,0.75,0.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,3.0,13.0
31.48,0.429,0.5,0.5,6.0,5.0,11.0,0.0,1.0,1.0,1.0,3.0,9.0
29.31,0.545,0.25,1.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,3.0,15.0
22.3,0.556,0.0,1.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,12.0
18.29,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0
13.12,0.16699999999999998,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
10.16,0.0,0.0,0.75,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40.19,0.4,0.0,1.0,9.0,6.0,15.0,0.0,0.0,0.0,0.0,1.0,15.0
39.24,0.25,0.28600000000000003,0.0,1.0,3.0,4.0,8.0,5.0,1.0,1.0,2.0,8.0
38.17,0.474,0.16699999999999998,1.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0,22.0
22.21,0.14300000000000002,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0
20.08,0.455,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,10.0
36.23,0.5379999999999999,0.5,0.667,2.0,4.0,6.0,1.0,0.0,0.0,1.0,1.0,18.0
27.52,0.5,0.0,1.0,7.0,5.0,12.0,2.0,2.0,3.0,3.0,4.0,13.0
7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
7.35,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
29.0,0.556,0.667,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,15.0
28.48,0.28600000000000003,0.0,0.75,1.0,3.0,4.0,5.0,3.0,1.0,0.0,1.0,7.0
27.52,0.235,0.0,1.0,1.0,7.0,8.0,3.0,0.0,0.0,3.0,1.0,12.0
22.31,0.5,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,10.0
20.36,0.4,0.0,0.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,4.0
30.13,0.4,0.5,0.667,1.0,4.0,5.0,5.0,1.0,0.0,1.0,4.0,18.0
23.16,0.6,0.33299999999999996,1.0,2.0,4.0,6.0,0.0,0.0,0.0,2.0,2.0,14.0
21.36,0.14300000000000002,0.0,0.0,3.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0
19.39,0.28600000000000003,0.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,2.0,3.0,5.0
16.29,0.16699999999999998,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0
39.36,0.526,0.429,0.889,0.0,8.0,8.0,4.0,2.0,1.0,1.0,1.0,31.0
34.47,0.231,0.111,0.0,0.0,5.0,5.0,0.0,1.0,0.0,2.0,0.0,7.0
34.25,0.5,0.667,0.9,1.0,1.0,2.0,4.0,2.0,0.0,5.0,3.0,31.0
31.23,0.667,0.0,0.5,3.0,10.0,13.0,3.0,0.0,6.0,6.0,2.0,5.0
31.01,0.444,0.0,1.0,6.0,7.0,13.0,0.0,2.0,3.0,2.0,5.0,9.0
21.37,0.33299999999999996,0.33299999999999996,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
19.07,0.667,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,4.0
14.29,0.5,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0
13.35,0.4,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,6.0
47.42,0.318,0.25,1.0,5.0,8.0,13.0,4.0,2.0,1.0,4.0,4.0,22.0
40.27,0.313,0.5,1.0,0.0,5.0,5.0,5.0,3.0,0.0,5.0,4.0,16.0
27.57,0.5,0.0,1.0,0.0,4.0,4.0,6.0,0.0,2.0,1.0,4.0,12.0
18.02,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0
15.06,0.3,0.0,1.0,6.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,7.0
33.29,0.43799999999999994,0.667,0.5,1.0,6.0,7.0,1.0,0.0,0.0,0.0,2.0,17.0
31.48,0.3,0.16699999999999998,1.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,10.0
22.15,1.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0,5.0
13.56,0.28600000000000003,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0
8.33,0.33299999999999996,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
5.45,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
43.43,0.33299999999999996,0.0,0.8,1.0,4.0,5.0,3.0,0.0,1.0,2.0,2.0,20.0
42.36,0.267,0.0,0.667,1.0,7.0,8.0,3.0,1.0,1.0,0.0,4.0,12.0
35.33,1.0,0.0,1.0,5.0,9.0,14.0,0.0,2.0,3.0,1.0,2.0,10.0
16.55,0.7140000000000001,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0
11.26,0.4,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,4.0
40.24,0.483,0.33299999999999996,0.0,3.0,6.0,9.0,2.0,1.0,0.0,2.0,5.0,31.0
28.58,0.0,0.0,0.833,2.0,4.0,6.0,12.0,1.0,1.0,4.0,2.0,5.0
18.37,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,2.0,0.0,2.0,0.0
17.47,0.5,0.0,0.75,0.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,5.0
9.01,0.33299999999999996,0.5,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0
30.31,0.364,0.0,0.667,0.0,6.0,6.0,6.0,0.0,0.0,4.0,2.0,10.0
28.45,0.231,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,6.0
24.37,0.583,0.0,1.0,4.0,4.0,8.0,1.0,1.0,1.0,0.0,2.0,16.0
20.08,0.455,0.0,0.0,3.0,6.0,9.0,0.0,1.0,2.0,1.0,3.0,10.0
13.47,0.4,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0
29.34,0.16699999999999998,0.0,0.5,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
25.5,0.7,0.4,0.8,0.0,3.0,3.0,2.0,1.0,0.0,4.0,2.0,20.0
22.26,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0
17.29,0.25,0.0,0.5,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,3.0
16.11,0.667,0.0,0.5,1.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0
10.42,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0
33.36,0.643,0.0,0.5,1.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,20.0
31.56,0.667,0.5710000000000001,0.75,2.0,9.0,11.0,0.0,0.0,2.0,1.0,4.0,19.0
27.55,0.5,0.0,0.857,1.0,6.0,7.0,11.0,2.0,1.0,3.0,0.0,12.0
27.42,0.25,0.0,0.833,0.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,11.0
25.49,0.5,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,8.0
25.22,0.25,0.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,6.0
22.11,0.444,0.5,1.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,14.0
20.18,0.28600000000000003,0.33299999999999996,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0
20.05,0.667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0
5.06,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
37.52,0.5,0.0,1.0,0.0,7.0,7.0,3.0,1.0,1.0,1.0,3.0,20.0
37.35,0.43799999999999994,0.0,0.9,0.0,6.0,6.0,11.0,3.0,0.0,3.0,1.0,23.0
26.58,0.636,0.0,0.2,2.0,2.0,4.0,2.0,1.0,0.0,4.0,3.0,15.0
20.36,0.33299999999999996,0.25,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,5.0
15.59,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,4.0,0.0
31.02,0.75,0.833,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0
29.31,0.33299999999999996,0.0,1.0,4.0,4.0,8.0,0.0,2.0,0.0,1.0,1.0,4.0
29.01,0.308,0.375,0.75,0.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,14.0
7.35,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3.51,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
37.37,0.526,0.0,0.0,2.0,9.0,11.0,2.0,2.0,2.0,1.0,4.0,20.0
35.42,0.353,0.0,0.667,4.0,7.0,11.0,0.0,2.0,0.0,1.0,2.0,16.0
30.15,0.75,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,4.0,5.0,15.0
28.47,0.5,0.0,1.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,3.0,12.0
27.38,0.429,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,8.0
22.39,0.5,0.33299999999999996,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,13.0
17.45,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0
16.56,0.5,0.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,7.0
12.18,0.33299999999999996,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0
10.23,0.667,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0
40.22,0.43799999999999994,0.429,0.875,3.0,2.0,5.0,6.0,1.0,0.0,5.0,3.0,24.0
33.0,0.308,0.28600000000000003,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0
30.56,0.33299999999999996,0.0,0.5,4.0,7.0,11.0,1.0,0.0,1.0,1.0,3.0,5.0
30.13,0.3,0.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,2.0,1.0,8.0
28.5,0.7,0.0,0.7,2.0,7.0,9.0,2.0,0.0,0.0,2.0,5.0,21.0
32.54,0.5,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,22.0
25.39,0.667,0.0,0.667,5.0,7.0,12.0,0.0,3.0,1.0,1.0,3.0,6.0
13.01,0.0,0.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0
5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44.41,0.5,0.0,0.667,4.0,9.0,13.0,2.0,3.0,0.0,0.0,3.0,24.0
38.15,0.643,0.0,0.5,6.0,2.0,8.0,1.0,1.0,2.0,0.0,3.0,19.0
38.06,0.55,1.0,1.0,0.0,5.0,5.0,4.0,1.0,0.0,3.0,4.0,32.0
33.16,0.5,0.6,1.0,0.0,3.0,3.0,6.0,0.0,1.0,3.0,3.0,11.0
26.15,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0
20.27,0.4,0.33299999999999996,0.667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
15.05,0.375,0.2,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,9.0
12.43,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
11.12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
38.12,0.316,0.0,0.75,2.0,6.0,8.0,1.0,1.0,1.0,1.0,4.0,18.0
35.45,0.43799999999999994,0.429,1.0,3.0,3.0,6.0,5.0,2.0,4.0,5.0,2.0,18.0
35.17,0.28600000000000003,0.33299999999999996,0.5,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,7.0
26.19,0.5,0.0,1.0,2.0,11.0,13.0,1.0,0.0,0.0,0.0,2.0,5.0
18.37,0.75,1.0,0.5,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,9.0
26.46,0.455,0.4,0.75,1.0,3.0,4.0,5.0,0.0,0.0,3.0,2.0,15.0
26.46,0.33299999999999996,0.6,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,9.0
10.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
7.22,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0
2.37,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
2.37,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
38.25,0.385,0.0,1.0,2.0,10.0,12.0,4.0,0.0,1.0,2.0,3.0,16.0
35.41,0.5,0.33299999999999996,0.5,1.0,2.0,3.0,3.0,4.0,0.0,4.0,3.0,28.0
33.42,0.7140000000000001,0.0,1.0,5.0,14.0,19.0,2.0,1.0,1.0,1.0,2.0,14.0
24.56,0.28600000000000003,0.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,8.0
24.49,0.25,0.0,0.667,1.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,6.0
21.09,0.33299999999999996,0.0,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,4.0
20.55,0.667,0.833,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,17.0
19.01,0.33299999999999996,0.5,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0
12.19,0.375,0.25,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0
2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.42,0.667,0.8,1.0,2.0,3.0,5.0,3.0,1.0,0.0,2.0,3.0,24.0
35.0,0.5,0.0,0.75,4.0,7.0,11.0,7.0,3.0,1.0,2.0,2.0,19.0
34.28,0.385,0.0,0.75,0.0,5.0,5.0,5.0,0.0,2.0,3.0,2.0,16.0
33.08,0.133,0.33299999999999996,1.0,0.0,6.0,6.0,4.0,0.0,1.0,0.0,1.0,7.0
18.09,0.5,0.0,0.5,3.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0
25.44,0.41200000000000003,0.667,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,16.0
23.55,0.33299999999999996,0.0,0.5,5.0,1.0,6.0,1.0,1.0,0.0,0.0,4.0,9.0
13.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0
11.45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0
9.09,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
39.37,0.5,0.6,0.5,4.0,6.0,10.0,2.0,1.0,0.0,0.0,2.0,32.0
38.35,0.5329999999999999,0.75,1.0,1.0,4.0,5.0,8.0,2.0,2.0,6.0,3.0,25.0
36.45,0.33299999999999996,0.4,1.0,0.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,8.0
23.1,0.5,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,8.0
15.56,0.4,0.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0
24.5,0.455,0.33299999999999996,1.0,5.0,6.0,11.0,3.0,2.0,0.0,1.0,1.0,16.0
20.4,0.5,0.0,1.0,0.0,5.0,5.0,7.0,0.0,0.0,3.0,2.0,5.0
20.29,0.0,0.0,0.0,3.0,4.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0
19.58,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0
42.37,0.5329999999999999,0.5,1.0,1.0,5.0,6.0,5.0,1.0,1.0,2.0,1.0,21.0
39.09,0.5710000000000001,0.0,0.25,1.0,1.0,2.0,1.0,0.0,2.0,5.0,3.0,17.0
34.18,0.455,0.429,1.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,1.0,15.0
27.15,0.5710000000000001,0.0,0.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,5.0,9.0
20.38,0.6,0.5,1.0,0.0,3.0,3.0,7.0,0.0,0.0,3.0,0.0,9.0
32.22,0.47100000000000003,0.4,0.5,0.0,5.0,5.0,10.0,0.0,0.0,2.0,5.0,19.0
24.39,1.0,0.0,0.75,0.0,3.0,3.0,0.0,0.0,1.0,0.0,6.0,9.0
17.05,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0
14.26,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
12.31,0.667,0.0,0.33299999999999996,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0
44.12,0.45,0.28600000000000003,0.0,3.0,3.0,6.0,6.0,2.0,0.0,3.0,2.0,20.0
40.45,0.28600000000000003,0.28600000000000003,0.8,0.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,14.0
39.26,0.727,1.0,0.33299999999999996,1.0,7.0,8.0,6.0,1.0,0.0,1.0,1.0,18.0
39.05,0.5,0.0,1.0,2.0,5.0,7.0,3.0,0.0,0.0,2.0,2.0,16.0
38.4,0.647,0.0,0.667,7.0,6.0,13.0,0.0,0.0,3.0,2.0,4.0,30.0
15.49,0.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0
13.34,0.6,0.667,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,11.0
12.25,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0
12.16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8.48,0.667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0
42.19,0.563,0.4,0.5,2.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,23.0
42.01,0.5,0.5,1.0,1.0,6.0,7.0,10.0,1.0,0.0,3.0,3.0,21.0
36.02,0.5,0.625,1.0,1.0,2.0,3.0,5.0,0.0,0.0,2.0,4.0,24.0
33.09,0.583,0.0,0.5,4.0,6.0,10.0,1.0,0.0,0.0,2.0,1.0,16.0
30.5,0.231,0.0,0.75,4.0,3.0,7.0,1.0,1.0,1.0,3.0,4.0,9.0
22.11,0.33299999999999996,0.5,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,11.0
15.43,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0
14.51,0.16699999999999998,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0
1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.27,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
34.54,0.5,0.0,0.857,1.0,9.0,10.0,1.0,0.0,1.0,2.0,2.0,20.0
33.13,0.636,1.0,1.0,0.0,4.0,4.0,8.0,0.0,2.0,3.0,1.0,18.0
29.31,0.688,0.0,0.8,2.0,2.0,4.0,10.0,3.0,2.0,2.0,3.0,30.0
29.23,0.5,0.5,0.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,20.0
26.57,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0
24.48,0.667,0.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,2.0,2.0,10.0
20.04,0.7140000000000001,0.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,5.0,12.0
19.25,0.5,0.5,0.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,8.0
18.52,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.27,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41.03,0.35700000000000004,0.2,0.0,2.0,3.0,5.0,7.0,0.0,2.0,2.0,4.0,11.0
35.48,0.5,0.8,0.0,1.0,4.0,5.0,4.0,1.0,0.0,3.0,1.0,22.0
28.5,0.583,0.0,0.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,14.0
15.45,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0
5.42,0.33299999999999996,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
31.49,0.273,0.0,1.0,2.0,5.0,7.0,1.0,1.0,2.0,0.0,3.0,8.0
27.25,0.154,0.667,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,8.0
25.47,0.2,0.0,0.5,0.0,5.0,5.0,2.0,0.0,2.0,3.0,2.0,3.0
14.16,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0
