3P%,AST,BLK,FG%,FT%,MP,PF,PTS,STL,TOV,TRB
0.0,0.0,0.09090909090909091,0.5710000000000001,1.0,0.5974162011173184,0.16666666666666666,0.17543859649122806,0.0,0.4,0.1
0.0,0.05,0.0,0.467,1.0,0.5146648044692738,0.5,0.3157894736842105,0.125,0.1,0.06666666666666667
0.25,0.15,0.0,0.14300000000000002,1.0,0.24615921787709497,0.16666666666666666,0.08771929824561403,0.0,0.2,0.0
0.0,0.0,0.0,0.75,1.0,0.23550977653631286,0.3333333333333333,0.12280701754385964,0.25,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.2323673184357542,0.16666666666666666,0.0,0.125,0.0,0.1
0.0,0.0,0.0,0.0,0.0,0.19762569832402235,0.16666666666666666,0.0,0.0,0.1,0.13333333333333333
0.25,0.0,0.0,0.25,0.0,0.18278631284916202,0.16666666666666666,0.05263157894736842,0.0,0.2,0.0
0.0,0.05,0.0,0.0,0.0,0.02426675977653631,0.0,0.0,0.125,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.02426675977653631,0.0,0.0,0.0,0.0,0.0
0.2,0.25,0.0,0.2,0.0,0.5989874301675978,0.5,0.05263157894736842,0.5,0.2,0.13333333333333333
0.667,0.0,0.0,0.45,1.0,0.5637220670391061,0.3333333333333333,0.3684210526315789,0.125,0.0,0.13333333333333333
0.0,0.15,0.2727272727272727,0.33299999999999996,1.0,0.4928421787709497,0.3333333333333333,0.14035087719298245,0.25,0.1,0.2
0.0,0.1,0.0,0.667,1.0,0.3898393854748603,0.16666666666666666,0.22807017543859648,0.0,0.2,0.0
0.0,0.05,0.2727272727272727,0.667,1.0,0.2651885474860335,0.3333333333333333,0.10526315789473684,0.125,0.2,0.13333333333333333
0.5,0.1,0.0,0.364,0.0,0.49144553072625696,0.16666666666666666,0.17543859649122806,0.25,0.4,0.13333333333333333
0.0,0.0,0.09090909090909091,0.667,0.667,0.35265363128491617,0.6666666666666666,0.10526315789473684,0.0,0.1,0.13333333333333333
0.0,0.05,0.09090909090909091,0.14300000000000002,1.0,0.33816340782122906,0.5,0.10526315789473684,0.125,0.2,0.06666666666666667
0.5,0.1,0.0,0.28600000000000003,0.25,0.24860335195530725,0.16666666666666666,0.12280701754385964,0.0,0.2,0.1
0.0,0.0,0.0,0.0,0.0,0.19675279329608938,0.16666666666666666,0.0,0.0,0.1,0.06666666666666667
0.0,0.05,0.09090909090909091,0.33299999999999996,0.0,0.14664804469273743,0.16666666666666666,0.03508771929824561,0.0,0.0,0.03333333333333333
0.0,0.0,0.0,0.0,0.0,0.03509078212290502,0.16666666666666666,0.0,0.0,0.0,0.03333333333333333
0.0,0.0,0.0,0.0,0.0,0.03509078212290502,0.0,0.0,0.0,0.0,0.0
0.833,0.05,0.09090909090909091,0.563,1.0,0.6525837988826816,0.16666666666666666,0.43859649122807015,0.125,0.1,0.5666666666666667
0.0,0.05,0.0,0.3,0.5,0.5460893854748603,0.3333333333333333,0.14035087719298245,0.125,0.2,0.23333333333333334
0.0,0.15,0.0,0.556,1.0,0.5083798882681564,0.3333333333333333,0.19298245614035087,0.125,0.2,0.06666666666666667
0.0,0.0,0.0,0.667,0.75,0.2651885474860335,0.16666666666666666,0.12280701754385964,0.0,0.0,0.06666666666666667
0.0,0.05,0.0,0.14300000000000002,0.0,0.22870111731843573,0.3333333333333333,0.03508771929824561,0.125,0.1,0.03333333333333333
0.667,0.35,0.0,0.5,1.0,0.4586243016759776,0.3333333333333333,0.24561403508771928,0.0,0.4,0.1
0.6,0.0,0.0,0.625,0.0,0.4418645251396648,0.5,0.22807017543859648,0.0,0.1,0.2
0.0,0.0,0.18181818181818182,0.16699999999999998,1.0,0.2973114525139665,0.3333333333333333,0.07017543859649122,0.0,0.3,0.13333333333333333
0.0,0.1,0.0,0.364,0.0,0.2880586592178771,0.16666666666666666,0.14035087719298245,0.0,0.2,0.1
0.0,0.0,0.0,0.33299999999999996,0.5,0.26885474860335196,0.16666666666666666,0.07017543859649122,0.375,0.0,0.23333333333333334
0.0,0.0,0.0,0.25,0.5,0.19954608938547486,0.0,0.05263157894736842,0.0,0.0,0.06666666666666667
0.0,0.0,0.18181818181818182,0.33299999999999996,0.8,0.5425977653631284,0.3333333333333333,0.14035087719298245,0.25,0.2,0.3333333333333333
0.0,0.05,0.0,0.16699999999999998,1.0,0.4917946927374302,0.3333333333333333,0.08771929824561403,0.125,0.2,0.1
0.0,0.05,0.0,0.154,0.0,0.473463687150838,0.3333333333333333,0.07017543859649122,0.0,0.2,0.06666666666666667
0.0,0.1,0.0,0.2,0.0,0.24720670391061453,0.3333333333333333,0.03508771929824561,0.25,0.1,0.06666666666666667
0.0,0.0,0.09090909090909091,0.2,0.0,0.19273743016759776,0.16666666666666666,0.03508771929824561,0.125,0.0,0.1
0.0,0.25,0.0,0.222,1.0,0.47311452513966484,0.3333333333333333,0.10526315789473684,0.0,0.4,0.03333333333333333
0.0,0.05,0.09090909090909091,0.5,0.0,0.4245810055865922,0.3333333333333333,0.07017543859649122,0.25,0.1,0.23333333333333334
0.25,0.05,0.0,0.33299999999999996,0.75,0.42248603351955305,0.3333333333333333,0.17543859649122806,0.0,0.1,0.2
0.0,0.1,0.0,0.33299999999999996,0.0,0.3575418994413408,0.0,0.10526315789473684,0.125,0.2,0.06666666666666667
0.0,0.0,0.0,0.556,0.0,0.31791201117318435,0.0,0.17543859649122806,0.125,0.1,0.13333333333333333
0.0,0.0,0.0,1.0,0.5,0.2185754189944134,0.5,0.12280701754385964,0.0,0.0,0.0
1.0,0.25,0.0,0.6,1.0,0.6033519553072626,0.3333333333333333,0.2982456140350877,0.25,0.3,0.23333333333333334
0.33299999999999996,0.15,0.18181818181818182,0.33299999999999996,0.5,0.5605796089385474,0.0,0.19298245614035087,0.0,0.3,0.23333333333333334
0.0,0.3,0.18181818181818182,0.4,1.0,0.44238826815642457,0.16666666666666666,0.2807017543859649,0.25,0.2,0.1
0.0,0.0,0.09090909090909091,0.7,0.6,0.4102653631284916,0.16666666666666666,0.2982456140350877,0.25,0.0,0.36666666666666664
0.0,0.15,0.18181818181818182,0.5,0.5,0.3846019553072626,0.0,0.14035087719298245,0.0,0.1,0.23333333333333334
0.0,0.0,0.2727272727272727,0.5,0.0,0.4203910614525139,0.3333333333333333,0.14035087719298245,0.25,0.0,0.26666666666666666
0.25,0.0,0.0,0.33299999999999996,0.5,0.4045041899441341,0.5,0.10526315789473684,0.125,0.1,0.2
0.0,0.0,0.09090909090909091,0.375,0.5,0.35317737430167595,0.5,0.12280701754385964,0.0,0.0,0.1
0.0,0.2,0.0,0.5,0.0,0.21124301675977653,0.3333333333333333,0.07017543859649122,0.125,0.3,0.0
0.5,0.1,0.0,0.429,0.0,0.17737430167597765,0.0,0.14035087719298245,0.0,0.1,0.03333333333333333
0.0,0.0,0.0,0.5,0.0,0.0935754189944134,0.0,0.03508771929824561,0.0,0.0,0.06666666666666667
0.0,0.05,0.09090909090909091,0.0,0.0,0.0935754189944134,0.16666666666666666,0.0,0.0,0.0,0.0
0.125,0.2,0.0,0.214,0.75,0.635300279329609,0.5,0.2807017543859649,0.125,0.6,0.06666666666666667
0.0,0.1,0.09090909090909091,0.5329999999999999,1.0,0.6330307262569832,0.16666666666666666,0.3508771929824561,0.0,0.3,0.36666666666666664
0.0,0.0,0.09090909090909091,0.583,0.4,0.4917946927374302,0.8333333333333334,0.3157894736842105,0.125,0.0,0.5333333333333333
0.0,0.05,0.18181818181818182,0.2,0.0,0.3891410614525139,0.5,0.03508771929824561,0.125,0.1,0.06666666666666667
0.0,0.2,0.0,0.33299999999999996,0.0,0.35771648044692733,0.5,0.07017543859649122,0.25,0.0,0.1
0.4,0.15,0.0,0.667,0.0,0.4732891061452514,0.6666666666666666,0.24561403508771928,0.125,0.1,0.06666666666666667
0.25,0.15,0.0,0.429,0.75,0.4420391061452514,0.16666666666666666,0.17543859649122806,0.0,0.2,0.03333333333333333
0.0,0.05,0.0,1.0,1.0,0.2651885474860335,0.8333333333333334,0.07017543859649122,0.0,0.1,0.1
0.0,0.05,0.0,0.0,0.0,0.26449022346368717,0.5,0.0,0.125,0.0,0.1
0.0,0.0,0.0,0.33299999999999996,0.0,0.21019553072625696,0.0,0.03508771929824561,0.125,0.1,0.03333333333333333
0.0,0.55,0.0,0.455,0.875,0.645949720670391,0.16666666666666666,0.2982456140350877,0.0,0.2,0.1
0.14300000000000002,0.0,0.0,0.43799999999999994,0.7140000000000001,0.6346019553072626,0.0,0.3508771929824561,0.625,0.1,0.13333333333333333
0.0,0.05,0.09090909090909091,0.28600000000000003,0.667,0.5441689944134078,0.6666666666666666,0.10526315789473684,0.0,0.1,0.1
0.0,0.0,0.0,0.5710000000000001,0.833,0.3887918994413408,0.6666666666666666,0.22807017543859648,0.0,0.3,0.16666666666666666
0.0,0.0,0.0,0.0,0.75,0.23201815642458098,0.8333333333333334,0.05263157894736842,0.0,0.0,0.1
0.0,0.1,0.0,0.429,1.0,0.6016061452513967,0.16666666666666666,0.21052631578947367,0.125,0.4,0.36666666666666664
0.33299999999999996,0.3,0.0,0.455,1.0,0.5141410614525139,0.3333333333333333,0.21052631578947367,0.125,0.1,0.06666666666666667
0.0,0.0,0.09090909090909091,0.833,1.0,0.33798882681564246,0.16666666666666666,0.21052631578947367,0.125,0.0,0.3
0.0,0.05,0.0,0.33299999999999996,0.0,0.2629189944134078,0.0,0.07017543859649122,0.125,0.3,0.13333333333333333
0.0,0.15,0.0,0.5710000000000001,0.5,0.6511871508379887,0.5,0.2982456140350877,0.125,0.1,0.16666666666666666
0.0,0.15,0.0,0.25,0.0,0.6153980446927374,0.3333333333333333,0.10526315789473684,0.0,0.1,0.2
0.0,0.05,0.09090909090909091,0.7140000000000001,0.5,0.5762918994413407,0.3333333333333333,0.22807017543859648,0.0,0.0,0.4
0.0,0.4,0.0,0.273,0.0,0.550104748603352,0.16666666666666666,0.10526315789473684,0.0,0.8,0.13333333333333333
0.0,0.0,0.0,0.545,0.0,0.3667946927374302,0.5,0.21052631578947367,0.0,0.2,0.16666666666666666
0.0,0.4,0.0,0.33299999999999996,0.0,0.4748603351955307,0.0,0.10526315789473684,0.25,0.2,0.06666666666666667
0.0,0.05,0.09090909090909091,0.385,1.0,0.4621159217877095,0.6666666666666666,0.24561403508771928,0.0,0.3,0.5
0.0,0.0,0.0,0.2,0.0,0.21927374301675978,0.3333333333333333,0.03508771929824561,0.125,0.0,0.1
0.0,0.0,0.0,0.0,0.0,0.18173882681564246,0.16666666666666666,0.0,0.0,0.2,0.2
0.0,0.0,0.0,0.0,0.0,0.03543994413407821,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.021648044692737428,0.0,0.07017543859649122,0.0,0.0,0.06666666666666667
0.33299999999999996,0.1,0.09090909090909091,0.455,1.0,0.6691689944134078,0.3333333333333333,0.22807017543859648,0.25,0.2,0.13333333333333333
0.667,0.15,0.09090909090909091,0.5,0.875,0.6510125698324022,0.3333333333333333,0.47368421052631576,0.125,0.4,0.13333333333333333
0.0,0.15,0.0,0.33299999999999996,0.0,0.6183659217877095,0.0,0.10526315789473684,0.125,0.0,0.3333333333333333
0.2,0.05,0.0,0.5,0.857,0.6122555865921787,0.3333333333333333,0.43859649122807015,0.625,0.1,0.2
0.0,0.0,0.09090909090909091,0.16699999999999998,0.667,0.42789804469273746,0.3333333333333333,0.07017543859649122,0.0,0.1,0.3
0.33299999999999996,0.25,0.0,0.375,0.0,0.3709846368715084,0.0,0.12280701754385964,0.25,0.1,0.0
0.0,0.05,0.09090909090909091,0.28600000000000003,0.0,0.3676675977653631,0.16666666666666666,0.07017543859649122,0.125,0.0,0.16666666666666666
0.0,0.05,0.09090909090909091,0.25,1.0,0.19500698324022345,0.3333333333333333,0.07017543859649122,0.0,0.0,0.03333333333333333
0.5,0.0,0.09090909090909091,0.5,0.0,0.1611382681564246,0.6666666666666666,0.10526315789473684,0.0,0.0,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.07646648044692737,0.0,0.0,0.0,0.1,0.0
0.0,0.0,0.0,0.0,0.0,0.005062849162011173,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.0,0.429,0.5,0.7225907821229051,0.5,0.3333333333333333,0.125,0.2,0.3
0.0,0.4,0.0,0.4,1.0,0.6541550279329609,0.5,0.21052631578947367,0.0,0.6,0.03333333333333333
0.5,0.0,0.0,0.4,1.0,0.5307262569832402,0.6666666666666666,0.21052631578947367,0.125,0.0,0.13333333333333333
0.0,0.0,0.0,0.0,0.0,0.5122206703910615,0.6666666666666666,0.0,0.375,0.2,0.23333333333333334
0.0,0.0,0.09090909090909091,0.33299999999999996,0.5,0.4387220670391061,0.3333333333333333,0.05263157894736842,0.25,0.2,0.26666666666666666
0.2,0.2,0.0,0.43799999999999994,0.889,0.4787011173184358,0.16666666666666666,0.40350877192982454,0.0,0.5,0.13333333333333333
0.667,0.1,0.0,0.6,0.5,0.4584497206703911,0.3333333333333333,0.2631578947368421,0.125,0.3,0.26666666666666666
0.0,0.2,0.09090909090909091,0.667,0.0,0.3184357541899441,0.8333333333333334,0.07017543859649122,0.125,0.1,0.1
0.0,0.0,0.0,0.0,0.0,0.041026536312849166,0.0,0.0,0.0,0.0,0.06666666666666667
0.25,0.1,0.0,0.43799999999999994,0.6,0.7218924581005587,0.3333333333333333,0.3333333333333333,0.125,0.2,0.16666666666666666
0.0,0.05,0.09090909090909091,0.667,0.25,0.6702164804469274,0.3333333333333333,0.15789473684210525,0.375,0.2,0.36666666666666664
0.0,0.2,0.0,0.545,0.8,0.6462988826815643,0.6666666666666666,0.3508771929824561,0.125,0.5,0.3333333333333333
0.2,0.35,0.0,0.5329999999999999,0.0,0.638268156424581,0.5,0.2982456140350877,0.25,0.3,0.03333333333333333
0.25,0.15,0.09090909090909091,0.33299999999999996,0.5,0.4572276536312849,0.3333333333333333,0.14035087719298245,0.125,0.1,0.1
0.2,0.4,0.0,0.385,0.667,0.5665153631284917,0.3333333333333333,0.22807017543859648,0.375,0.3,0.13333333333333333
0.5,0.0,0.0,0.33299999999999996,0.0,0.21927374301675978,0.16666666666666666,0.05263157894736842,0.0,0.1,0.13333333333333333
0.0,0.0,0.0,1.0,0.0,0.21089385474860334,0.16666666666666666,0.03508771929824561,0.0,0.4,0.0
0.0,0.0,0.0,1.0,0.0,0.024441340782122904,0.16666666666666666,0.03508771929824561,0.0,0.0,0.0
0.25,0.55,0.09090909090909091,0.375,1.0,0.7369064245810056,0.5,0.3157894736842105,0.125,0.3,0.16666666666666666
0.0,0.1,0.0,0.667,1.0,0.45740223463687146,0.3333333333333333,0.24561403508771928,0.125,0.0,0.3
0.0,0.2,0.09090909090909091,0.0,0.0,0.45600558659217877,0.16666666666666666,0.0,0.125,0.1,0.13333333333333333
0.667,0.1,0.0,0.5,0.0,0.40537709497206703,0.8333333333333334,0.17543859649122806,0.125,0.2,0.06666666666666667
0.0,0.1,0.09090909090909091,0.5,0.0,0.21002094972067037,0.6666666666666666,0.07017543859649122,0.0,0.2,0.06666666666666667
0.5,0.15,0.0,0.455,0.5,0.5631983240223464,0.0,0.22807017543859648,0.0,0.1,0.06666666666666667
0.0,0.05,0.0,0.625,0.5,0.42824720670391064,0.5,0.19298245614035087,0.125,0.3,0.1
0.0,0.05,0.0,0.75,0.429,0.423358938547486,0.3333333333333333,0.15789473684210525,0.125,0.3,0.23333333333333334
0.667,0.0,0.0,0.4,0.0,0.2363826815642458,0.3333333333333333,0.10526315789473684,0.0,0.2,0.06666666666666667
0.0,0.05,0.0,1.0,0.0,0.2325418994413408,0.3333333333333333,0.10526315789473684,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.0
0.4,0.1,0.0,0.429,0.5,0.645949720670391,0.16666666666666666,0.2631578947368421,0.0,0.1,0.13333333333333333
0.33299999999999996,0.45,0.0,0.6920000000000001,1.0,0.5666899441340782,0.16666666666666666,0.3684210526315789,0.25,0.2,0.0
0.0,0.1,0.0,0.4,0.0,0.47817737430167595,0.5,0.14035087719298245,0.125,0.1,0.26666666666666666
0.33299999999999996,0.05,0.0,0.375,0.75,0.4462290502793296,0.16666666666666666,0.17543859649122806,0.125,0.1,0.3333333333333333
0.0,0.0,0.09090909090909091,0.33299999999999996,0.5,0.3165153631284916,0.5,0.08771929824561403,0.0,0.1,0.1
0.33299999999999996,0.1,0.0,0.5379999999999999,0.5,0.5590083798882682,0.5,0.2807017543859649,0.0,0.0,0.3
0.33299999999999996,0.1,0.0,0.375,0.667,0.40328212290502796,0.0,0.17543859649122806,0.125,0.0,0.16666666666666666
0.0,0.05,0.0,0.33299999999999996,1.0,0.26937849162011174,0.3333333333333333,0.14035087719298245,0.0,0.0,0.1
0.5,0.2,0.0,0.33299999999999996,1.0,0.2643156424581006,0.5,0.12280701754385964,0.125,0.3,0.1
0.0,0.0,0.09090909090909091,0.33299999999999996,0.0,0.21246508379888268,0.16666666666666666,0.03508771929824561,0.0,0.2,0.13333333333333333
0.0,0.4,0.18181818181818182,0.308,0.75,0.7002444134078212,0.3333333333333333,0.19298245614035087,0.25,0.7,0.1
0.33299999999999996,0.05,0.09090909090909091,0.4,0.0,0.6894203910614526,0.5,0.15789473684210525,0.25,0.0,0.2
0.0,0.05,0.18181818181818182,0.5,0.8,0.6644553072625698,0.3333333333333333,0.49122807017543857,0.25,0.1,0.3
0.0,0.05,0.0,0.214,1.0,0.5511522346368715,0.16666666666666666,0.17543859649122806,0.0,0.1,0.06666666666666667
0.0,0.0,0.2727272727272727,0.889,0.5,0.5460893854748603,0.6666666666666666,0.2982456140350877,0.125,0.0,0.4666666666666667
0.0,0.0,0.0,0.5,0.0,0.2449371508379888,0.16666666666666666,0.07017543859649122,0.125,0.0,0.1
0.5,0.1,0.0,0.5,0.0,0.227304469273743,0.16666666666666666,0.08771929824561403,0.0,0.0,0.0
0.0,0.0,0.09090909090909091,0.0,0.0,0.20129189944134077,0.3333333333333333,0.0,0.0,0.0,0.13333333333333333
0.0,0.05,0.09090909090909091,0.16699999999999998,1.0,0.19570530726256985,0.0,0.08771929824561403,0.25,0.1,0.03333333333333333
1.0,0.0,0.0,0.5,0.0,0.14158519553072624,0.16666666666666666,0.05263157894736842,0.0,0.1,0.0
0.0,0.65,0.0,0.375,0.0,0.6653282122905028,0.5,0.10526315789473684,0.125,0.7,0.23333333333333334
0.857,0.1,0.0,0.563,0.6,0.6024790502793296,0.3333333333333333,0.47368421052631576,0.125,0.0,0.06666666666666667
0.444,0.2,0.0,0.444,1.0,0.6012569832402234,0.3333333333333333,0.3684210526315789,0.125,0.3,0.26666666666666666
0.0,0.3,0.09090909090909091,0.375,0.667,0.5837988826815642,0.6666666666666666,0.17543859649122806,0.0,0.3,0.2
0.0,0.1,0.18181818181818182,0.7140000000000001,0.75,0.3676675977653631,0.5,0.22807017543859648,0.0,0.1,0.23333333333333334
0.0,0.05,0.0,0.5379999999999999,0.0,0.5427723463687151,0.8333333333333334,0.24561403508771928,0.0,0.0,0.2
0.0,0.0,0.0,0.4,1.0,0.2297486033519553,0.16666666666666666,0.12280701754385964,0.0,0.0,0.03333333333333333
0.0,0.0,0.0,0.33299999999999996,0.0,0.22922486033519554,0.0,0.03508771929824561,0.0,0.1,0.0
0.0,0.0,0.09090909090909091,0.0,0.0,0.17475558659217877,0.3333333333333333,0.0,0.0,0.0,0.13333333333333333
0.0,0.0,0.0,0.0,0.0,0.1649790502793296,0.16666666666666666,0.0,0.0,0.0,0.06666666666666667
0.0,0.1,0.09090909090909091,0.5710000000000001,0.375,0.6906424581005587,1.0,0.3333333333333333,0.625,0.3,0.23333333333333334
0.2,0.0,0.0,0.5,1.0,0.541899441340782,0.3333333333333333,0.22807017543859648,0.0,0.0,0.2
0.0,0.25,0.0,0.2,0.667,0.5317737430167597,0.5,0.07017543859649122,0.125,0.3,0.0
0.667,0.1,0.09090909090909091,0.5710000000000001,0.5,0.4626396648044693,0.6666666666666666,0.22807017543859648,0.25,0.4,0.06666666666666667
0.0,0.0,0.0,0.2,1.0,0.40485335195530725,0.16666666666666666,0.07017543859649122,0.125,0.1,0.0
0.0,0.1,0.0,0.429,0.0,0.43645251396648044,0.3333333333333333,0.10526315789473684,0.125,0.2,0.16666666666666666
0.0,0.2,0.0,0.3,1.0,0.4261522346368715,0.6666666666666666,0.14035087719298245,0.0,0.1,0.03333333333333333
0.5,0.1,0.0,0.33299999999999996,0.0,0.3683659217877095,0.16666666666666666,0.05263157894736842,0.0,0.1,0.13333333333333333
1.0,0.15,0.09090909090909091,1.0,1.0,0.299231843575419,0.16666666666666666,0.14035087719298245,0.25,0.2,0.1
0.667,0.3,0.0,0.5329999999999999,0.889,0.6721368715083799,0.5,0.45614035087719296,0.0,0.5,0.1
0.0,0.2,0.0,0.25,0.769,0.6358240223463687,0.0,0.24561403508771928,0.25,0.2,0.06666666666666667
0.0,0.1,0.0,0.5,1.0,0.6349511173184357,0.0,0.24561403508771928,0.0,0.2,0.16666666666666666
0.0,0.05,0.0,0.667,0.0,0.6312849162011173,0.5,0.14035087719298245,0.0,0.2,0.36666666666666664
0.0,0.05,0.0,0.5,0.0,0.39018854748603354,0.8333333333333334,0.17543859649122806,0.0,0.1,0.3
0.0,0.15,0.0,0.5710000000000001,0.0,0.3549231843575419,0.0,0.14035087719298245,0.0,0.3,0.03333333333333333
0.0,0.0,0.09090909090909091,0.0,0.0,0.352304469273743,0.5,0.0,0.625,0.1,0.16666666666666666
0.0,0.0,0.09090909090909091,0.75,0.75,0.27967877094972066,0.6666666666666666,0.15789473684210525,0.125,0.1,0.06666666666666667
0.0,0.1,0.09090909090909091,0.0,0.0,0.19518156424581004,0.16666666666666666,0.0,0.0,0.0,0.03333333333333333
0.0,0.0,0.0,0.0,0.0,0.006634078212290503,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.001920391061452514,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.18181818181818182,0.667,1.0,0.6824371508379888,0.3333333333333333,0.2807017543859649,0.125,0.1,0.3
0.6,0.05,0.0,0.5,0.667,0.6529329608938547,0.5,0.3684210526315789,0.0,0.2,0.16666666666666666
0.5,0.25,0.0,0.636,0.0,0.6141759776536313,0.5,0.2631578947368421,0.5,0.2,0.03333333333333333
0.0,0.15,0.18181818181818182,0.33299999999999996,0.5,0.47835195530726254,0.6666666666666666,0.15789473684210525,0.125,0.2,0.2
0.0,0.05,0.0,0.667,0.0,0.3889664804469274,0.3333333333333333,0.14035087719298245,0.0,0.0,0.1
1.0,0.2,0.0,0.625,0.429,0.4420391061452514,0.0,0.2807017543859649,0.125,0.1,0.23333333333333334
0.0,0.15,0.09090909090909091,0.0,0.0,0.35265363128491617,0.16666666666666666,0.0,0.25,0.1,0.13333333333333333
0.667,0.0,0.0,0.6,0.0,0.21560754189944134,0.3333333333333333,0.14035087719298245,0.125,0.0,0.03333333333333333
0.0,0.0,0.0,0.0,0.5,0.17929469273743015,0.0,0.017543859649122806,0.0,0.0,0.03333333333333333
0.0,0.0,0.0,0.4,1.0,0.14856843575418993,0.6666666666666666,0.10526315789473684,0.0,0.1,0.1
0.0,0.5,0.09090909090909091,0.235,0.667,0.6696927374301676,0.16666666666666666,0.21052631578947367,0.375,0.3,0.1
0.0,0.3,0.0,0.611,0.667,0.6691689944134078,0.16666666666666666,0.49122807017543857,0.0,0.4,0.23333333333333334
0.0,0.05,0.0,0.444,0.75,0.6552025139664804,0.5,0.3333333333333333,0.125,0.1,0.2
0.5,0.15,0.09090909090909091,0.4,1.0,0.46054469273743015,0.3333333333333333,0.10526315789473684,0.125,0.5,0.1
0.0,0.0,0.0,1.0,0.0,0.30673882681564246,0.0,0.03508771929824561,0.0,0.0,0.2
0.0,0.0,0.0,0.33299999999999996,0.5,0.513268156424581,0.5,0.07017543859649122,0.0,0.0,0.3333333333333333
0.75,0.1,0.09090909090909091,0.75,0.667,0.4198673184357542,0.6666666666666666,0.19298245614035087,0.0,0.1,0.06666666666666667
0.33299999999999996,0.05,0.0,0.5710000000000001,1.0,0.306913407821229,0.0,0.17543859649122806,0.0,0.1,0.0
0.0,0.0,0.0,0.0,0.0,0.14664804469273743,0.16666666666666666,0.0,0.0,0.1,0.1
1.0,0.1,0.09090909090909091,0.8,0.0,0.6469972067039106,0.3333333333333333,0.3684210526315789,0.125,0.2,0.1
0.429,0.15,0.18181818181818182,0.28600000000000003,0.667,0.563372905027933,0.5,0.2631578947368421,0.25,0.2,0.2
0.5,0.35,0.0,0.5,1.0,0.44238826815642457,0.5,0.15789473684210525,0.25,0.1,0.03333333333333333
0.0,0.2,0.09090909090909091,0.6,1.0,0.39158519553072624,0.3333333333333333,0.22807017543859648,0.0,0.0,0.16666666666666666
0.0,0.05,0.09090909090909091,0.5,0.5,0.3687150837988827,0.3333333333333333,0.15789473684210525,0.0,0.1,0.2
0.0,0.0,0.0,0.455,0.667,0.4890013966480447,0.3333333333333333,0.21052631578947367,0.125,0.2,0.23333333333333334
0.5,0.1,0.0,0.833,0.0,0.3856494413407821,0.5,0.19298245614035087,0.0,0.2,0.1
1.0,0.1,0.0,0.6,0.0,0.3402583798882681,0.6666666666666666,0.14035087719298245,0.0,0.1,0.03333333333333333
0.0,0.1,0.09090909090909091,0.5,0.5,0.25087290502793297,0.16666666666666666,0.12280701754385964,0.0,0.2,0.2
0.0,0.05,0.0,0.0,0.0,0.2323673184357542,0.16666666666666666,0.0,0.125,0.2,0.1
0.5,0.1,0.0,0.5,0.0,0.04381983240223463,0.0,0.05263157894736842,0.0,0.0,0.03333333333333333
0.14300000000000002,0.4,0.09090909090909091,0.429,0.818,0.5960195530726257,0.16666666666666666,0.38596491228070173,0.25,0.2,0.06666666666666667
0.667,0.1,0.0,0.429,0.0,0.47852653631284914,0.16666666666666666,0.14035087719298245,0.125,0.1,0.2
0.0,0.0,0.18181818181818182,0.444,0.5,0.44308659217877094,0.5,0.17543859649122806,0.25,0.1,0.16666666666666666
0.0,0.1,0.2727272727272727,0.111,0.0,0.3893156424581006,0.3333333333333333,0.03508771929824561,0.0,0.1,0.2
0.5,0.0,0.0,0.667,1.0,0.30045391061452514,0.16666666666666666,0.21052631578947367,0.125,0.2,0.06666666666666667
0.4,0.0,0.0,0.47100000000000003,0.75,0.5509776536312849,0.3333333333333333,0.3684210526315789,0.25,0.1,0.23333333333333334
0.25,0.0,0.0,0.33299999999999996,0.0,0.38407821229050276,0.3333333333333333,0.12280701754385964,0.0,0.2,0.1
0.0,0.1,0.36363636363636365,0.33299999999999996,1.0,0.3222765363128492,0.3333333333333333,0.10526315789473684,0.0,0.0,0.13333333333333333
0.0,0.05,0.0,0.125,0.0,0.2636173184357542,0.0,0.03508771929824561,0.0,0.0,0.13333333333333333
0.0,0.0,0.0,0.0,0.0,0.1784217877094972,0.16666666666666666,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4,0.0,0.164804469273743,0.16666666666666666,0.07017543859649122,0.125,0.0,0.03333333333333333
0.0,0.0,0.0,0.0,0.0,0.04381983240223463,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.025837988826815643,0.0,0.0,0.0,0.0,0.0
0.25,0.6,0.0,0.375,1.0,0.7508729050279329,0.6666666666666666,0.15789473684210525,0.125,0.2,0.13333333333333333
0.0,0.05,0.0,0.5379999999999999,0.875,0.655377094972067,0.5,0.3684210526315789,0.0,0.3,0.16666666666666666
0.429,0.0,0.0,0.41700000000000004,0.0,0.6471717877094972,0.5,0.22807017543859648,0.125,0.0,0.3333333333333333
1.0,0.1,0.0,0.5379999999999999,0.833,0.5996857541899442,0.6666666666666666,0.3684210526315789,0.0,0.4,0.1
