"","AST","BLK","MP","PF","PTS","STL","TOV","TRB","TPP","FGP","FTP"
"1492",0.05,0,0.65520251396648,0.5,0.333333333333333,0.125,0.1,0.2,0,0.444,0.75
"1493",0.15,0.0909090909090909,0.46054469273743,0.333333333333333,0.105263157894737,0.125,0.5,0.1,0.5,0.4,1
"1494",0,0,0.306738826815642,0,0.0350877192982456,0,0,0.2,0,1,0
"1495",0,0,0.513268156424581,0.5,0.0701754385964912,0,0,0.333333333333333,0,0.333,0.5
"1496",0.1,0.0909090909090909,0.419867318435754,0.666666666666667,0.192982456140351,0,0.1,0.0666666666666667,0.75,0.75,0.667
"1497",0.05,0,0.306913407821229,0,0.175438596491228,0,0.1,0,0.333,0.571,1
"1498",0,0,0.146648044692737,0.166666666666667,0,0,0.1,0.1,0,0,0
"1500",0.15,0.181818181818182,0.563372905027933,0.5,0.263157894736842,0.25,0.2,0.2,0.429,0.286,0.667
"1503",0.05,0.0909090909090909,0.368715083798883,0.333333333333333,0.157894736842105,0,0.1,0.2,0,0.5,0.5
"1505",0.1,0,0.385649441340782,0.5,0.192982456140351,0,0.2,0.1,0.5,0.833,0
"1506",0.1,0,0.340258379888268,0.666666666666667,0.140350877192982,0,0.1,0.0333333333333333,1,0.6,0
"1507",0.1,0.0909090909090909,0.250872905027933,0.166666666666667,0.12280701754386,0,0.2,0.2,0,0.5,0.5
"1508",0.05,0,0.232367318435754,0.166666666666667,0,0.125,0.2,0.1,0,0,0
"1509",0.1,0,0.0438198324022346,0,0.0526315789473684,0,0,0.0333333333333333,0.5,0.5,0
"1510",0.4,0.0909090909090909,0.596019553072626,0.166666666666667,0.385964912280702,0.25,0.2,0.0666666666666667,0.143,0.429,0.818
"1511",0.1,0,0.478526536312849,0.166666666666667,0.140350877192982,0.125,0.1,0.2,0.667,0.429,0
"1512",0,0.181818181818182,0.443086592178771,0.5,0.175438596491228,0.25,0.1,0.166666666666667,0,0.444,0.5
"1513",0.1,0.272727272727273,0.389315642458101,0.333333333333333,0.0350877192982456,0,0.1,0.2,0,0.111,0
"1514",0,0,0.300453910614525,0.166666666666667,0.210526315789474,0.125,0.2,0.0666666666666667,0.5,0.667,1
"1515",0,0,0.550977653631285,0.333333333333333,0.368421052631579,0.25,0.1,0.233333333333333,0.4,0.471,0.75
"1516",0,0,0.384078212290503,0.333333333333333,0.12280701754386,0,0.2,0.1,0.25,0.333,0
"1520",0,0,0.164804469273743,0.166666666666667,0.0701754385964912,0.125,0,0.0333333333333333,0,0.4,0
"1522",0,0,0.0258379888268156,0,0,0,0,0,0,0,0
"1524",0.05,0,0.655377094972067,0.5,0.368421052631579,0,0.3,0.166666666666667,0,0.538,0.875
"1525",0,0,0.647171787709497,0.5,0.228070175438596,0.125,0,0.333333333333333,0.429,0.417,0
"1526",0.1,0,0.599685754189944,0.666666666666667,0.368421052631579,0,0.4,0.1,1,0.538,0.833
"1527",0.05,0.363636363636364,0.425453910614525,0.833333333333333,0.087719298245614,0.25,0.4,0.1,0,0.5,0.5
"1528",0.05,0,0.315467877094972,0.5,0,0,0.1,0.333333333333333,0,0,0
"1529",0.05,0,0.263966480446927,0.333333333333333,0.0350877192982456,0,0.1,0.0333333333333333,0,0.2,0
"1530",0,0,0.229748603351955,0.166666666666667,0.175438596491228,0,0.1,0.133333333333333,0,0.4,0.857
"1531",0,0.0909090909090909,0.19413407821229,0.833333333333333,0.087719298245614,0.125,0.1,0,1,0.5,0
"1533",0,0,0.750872905027933,0.833333333333333,0.192982456140351,0.25,0.2,0.333333333333333,0,0.75,0.833
"1539",0,0,0.265712290502793,0.5,0,0.125,0.1,0.1,0,0,0
"1540",0,0,0.175104748603352,0.166666666666667,0.0526315789473684,0,0.1,0.0333333333333333,0.333,0.333,0
"1541",0,0,0.0560405027932961,0,0,0,0,0.0333333333333333,0,0,0
"1542",0,0,0.57891061452514,0.333333333333333,0.280701754385965,0.125,0,0.0666666666666667,0.571,0.6,0
"1544",0.25,0.0909090909090909,0.491445530726257,0.166666666666667,0.280701754385965,0,0.1,0.0666666666666667,0,0.583,1
"1546",0.1,0,0.216480446927374,0.166666666666667,0.140350877192982,0.125,0,0.0666666666666667,0.333,0.5,1
"1547",0.05,0,0.386696927374302,0,0.0701754385964912,0.125,0.2,0.0666666666666667,0.2,0.167,0.5
"1548",0,0.0909090909090909,0.351606145251397,0.666666666666667,0.210526315789474,0,0.2,0.1,0,0.714,0.5
"1549",0.05,0,0.300628491620112,0.166666666666667,0.105263157894737,0.25,0,0.1,0,0.333,1
"1552",0.05,0,0.228526536312849,0,0.0701754385964912,0,0,0.2,0,0.333,0
"1553",0.05,0.181818181818182,0.756284916201117,0.333333333333333,0.421052631578947,0.375,0.6,0.5,0.444,0.533,0.8
"1554",0.15,0.0909090909090909,0.751745810055866,0.5,0.333333333333333,0,0.3,0.166666666666667,1,0.533,0.5
"1555",0.45,0.0909090909090909,0.628491620111732,0.5,0.333333333333333,0,0.3,0.0333333333333333,0.667,0.7,0.75
"1558",0.15,0.0909090909090909,0.408694134078212,0.166666666666667,0.105263157894737,0,0.2,0.0666666666666667,0,0.375,0
"1559",0,0,0.408344972067039,0.166666666666667,0.087719298245614,0,0.1,0.2,0.5,0.333,1
"1561",0,0,0.112604748603352,0.333333333333333,0.0350877192982456,0,0.1,0,0,0,1
"1562",0.05,0.181818181818182,0.719972067039106,0.666666666666667,0.175438596491228,0.125,0,0.266666666666667,0,0.4,1
"1563",0,0.0909090909090909,0.683833798882682,0,0.473684210526316,0,0.3,0.0666666666666667,0.5,0.476,0.571
"1564",0.15,0,0.615223463687151,0,0.315789473684211,0.375,0.2,0.266666666666667,0,0.4,0.5
"1565",0.05,0.0909090909090909,0.533170391061452,0.5,0.12280701754386,0,0.2,0.2,0,0.333,0.833
"1568",0.05,0,0.305691340782123,0.166666666666667,0.157894736842105,0,0.1,0,0.5,0.75,1
"1569",0.05,0,0.212988826815642,0.666666666666667,0,0,0,0.166666666666667,0,0,0
"1571",0,0.0909090909090909,0.10911312849162,0.333333333333333,0,0,0,0,0,0,0
"1573",0,0,0.0174581005586592,0,0,0,0.1,0,0,0,0
"1575",0.45,0,0.594448324022346,0.333333333333333,0,0,0.3,0.166666666666667,0,0,0
"1576",0,0.181818181818182,0.458624301675978,0.833333333333333,0.105263157894737,0,0,0.266666666666667,0,0.5,0
"1577",0.05,0,0.454958100558659,0.333333333333333,0.298245614035088,0,0,0.133333333333333,0.5,0.471,0
"1578",0,0,0.285090782122905,0,0.0701754385964912,0.125,0.2,0.0333333333333333,0,0.4,0
"1579",0.15,0.0909090909090909,0.545914804469274,0.166666666666667,0.263157894736842,0.25,0.1,0.0333333333333333,0.6,0.5,0
"1580",0.15,0.0909090909090909,0.408519553072626,0.333333333333333,0.245614035087719,0,0.1,0.0666666666666667,0,0.333,0.889
"1581",0,0,0.368016759776536,0.833333333333333,0.175438596491228,0.125,0.1,0.3,0,0.625,0
"1583",0,0,0.0242667597765363,0,0,0.125,0,0,0,0,0
"1584",0,0,0.021822625698324,0,0,0.125,0.1,0,0,0,0
"1585",0,0,0.0174581005586592,0,0,0,0,0,0,0,0
"1586",0.15,0.181818181818182,0.736208100558659,0.5,0.245614035087719,0.375,0.1,0.3,0.5,0.455,0.333
"1587",0.15,0,0.646298882681564,0,0.210526315789474,0.125,0.6,0.1,0,0.313,1
"1589",0.2,0.272727272727273,0.560405027932961,0.333333333333333,0.210526315789474,0.125,0,0.233333333333333,0,0.417,0.5
"1590",0,0.0909090909090909,0.339210893854749,0.666666666666667,0.105263157894737,0,0.2,0.133333333333333,0,0.429,0
"1592",0.05,0,0.270775139664804,0.333333333333333,0.0350877192982456,0,0,0.0333333333333333,0,0.25,0
"1593",0,0,0.244587988826816,0.333333333333333,0.140350877192982,0,0,0.0666666666666667,0,0.8,0
"1594",0.2,0,0.216480446927374,0,0.12280701754386,0,0.2,0.0333333333333333,0.5,0.5,0
"1595",0,0,0.105796089385475,0.166666666666667,0.0350877192982456,0,0,0.0666666666666667,0,0.333,0
"1596",0,0,0.0405027932960894,0.166666666666667,0,0,0,0,0,0,0
"1597",0.1,0.0909090909090909,0.616969273743017,0.333333333333333,0.368421052631579,0,0.4,0.333333333333333,0.2,0.417,0.833
"1598",0.3,0,0.579434357541899,0.166666666666667,0.280701754385965,0.125,0.1,0.1,0,0.538,1
"1601",0.05,0,0.252094972067039,0.5,0.0701754385964912,0.125,0.1,0.2,0,0.222,0
"1602",0.2,0.0909090909090909,0.515712290502793,0.166666666666667,0.105263157894737,0.25,0,0.233333333333333,0,0.25,0
"1603",0,0,0.507506983240223,0.5,0.298245614035088,0,0.2,0.266666666666667,0.2,0.583,0.667
"1604",0.2,0,0.389664804469274,0.166666666666667,0.087719298245614,0.125,0.2,0.0333333333333333,0.333,0.333,1
"1605",0.05,0.0909090909090909,0.264490223463687,0.166666666666667,0,0,0.1,0.1,0,0,0
"1606",0.05,0.181818181818182,0.251222067039106,0.166666666666667,0.175438596491228,0.125,0.1,0.0333333333333333,0.5,0.429,0.75
"1607",0.55,0.181818181818182,0.6875,0.666666666666667,0.473684210526316,0.125,0.2,0.166666666666667,0.333,0.647,1
"1609",0.1,0,0.424231843575419,0.5,0.12280701754386,0,0.1,0.166666666666667,0,0.375,0.5
"1610",0.1,0,0.30429469273743,0.166666666666667,0.0526315789473684,0,0.1,0.1,0,0.25,0.5
"1611",0.05,0,0.300977653631285,0.5,0.0701754385964912,0.125,0,0.0666666666666667,0,0.5,0
"1612",0.05,0,0.496508379888268,0.5,0.245614035087719,0,0.3,0.2,0,0.857,1
"1613",0,0.0909090909090909,0.496159217877095,0.5,0.192982456140351,0.125,0.1,0.0333333333333333,0,0.5,0.833
"1614",0,0.0909090909090909,0.43697625698324,0.333333333333333,0.280701754385965,0.125,0.2,0.266666666666667,0,0.615,0
"1618",0.25,0,0.47643156424581,0,0.333333333333333,0,0.3,0.0333333333333333,0.5,0.556,0.6
"1619",0.05,0,0.440642458100559,0.166666666666667,0.105263157894737,0.375,0.1,0.2,0,0.429,0
"1620",0.1,0.0909090909090909,0.340083798882682,0,0.0526315789473684,0,0.1,0.0666666666666667,0,0.333,1
"1622",0.05,0.0909090909090909,0.444134078212291,0.5,0.228070175438596,0,0,0.1,0,0.375,0.875
"1624",0.05,0,0.368365921787709,0.5,0.192982456140351,0.25,0,0.133333333333333,0.5,0.417,0
"1625",0.35,0.0909090909090909,0.354574022346369,0.666666666666667,0.0350877192982456,0,0.2,0.0333333333333333,0,0.333,0
"1630",0.1,0,0.60038407821229,0.5,0.280701754385965,0.125,0.1,0.233333333333333,0,0.533,0
"1631",0.1,0,0.543470670391061,0.833333333333333,0.175438596491228,0,0,0.233333333333333,0,0.833,0
"1632",0.1,0.0909090909090909,0.317039106145251,0.833333333333333,0,0,0,0.166666666666667,0,0,0
"1633",0,0.181818181818182,0.358240223463687,0.666666666666667,0.140350877192982,0,0,0.166666666666667,0,0.5,0.667
"1634",0.1,0.181818181818182,0.305516759776536,0.166666666666667,0.245614035087719,0,0.2,0.133333333333333,0,0.538,0
"1635",0,0,0.216655027932961,0,0.0350877192982456,0,0,0,0,0.167,0
"1638",0,0,0.111208100558659,0,0,0,0,0.0666666666666667,0,0,0
"1639",0,0,0.0364874301675978,0,0.0350877192982456,0,0,0,0,0.25,0
"1640",0,0,0.445356145251397,0,0.157894736842105,0,0,0.166666666666667,0,0.667,0.5
"1641",0.05,0.181818181818182,0.442039106145251,0.166666666666667,0.333333333333333,0.25,0,0.2,0.4,0.438,0.6
"1643",0.15,0.0909090909090909,0.358414804469274,0,0.192982456140351,0.125,0.1,0.0666666666666667,0.6,0.5,0
"1644",0.1,0,0.321578212290503,0.333333333333333,0.087719298245614,0.125,0.4,0.0333333333333333,0.5,0.667,0
"1646",0.05,0.0909090909090909,0.472590782122905,0.333333333333333,0.140350877192982,0.125,0,0.1,0.4,0.375,0
"1647",0.45,0,0.458100558659218,0.5,0.192982456140351,0.25,0.1,0.0666666666666667,0,0.375,0.714
"1649",0,0,0.181040502793296,0.166666666666667,0.0350877192982456,0,0.2,0.133333333333333,0,0.333,0
"1650",0,0,0.145425977653631,0,0.0701754385964912,0.125,0,0.1,0,0.333,1
"1651",0,0,0.0214734636871508,0,0.0350877192982456,0,0,0,0,1,0
"1654",0.1,0,0.701291899441341,0.5,0.280701754385965,0.25,0.1,0.233333333333333,0,0.5,0.5
"1656",0.2,0,0.60038407821229,0.5,0.12280701754386,0.125,0.2,0.0333333333333333,0,0.25,0.5
"1657",0.1,0,0.566515363128492,0.666666666666667,0.245614035087719,0.125,0.1,0.266666666666667,0,0.5,0.571
"1658",0.1,0,0.264490223463687,0,0.0350877192982456,0,0.3,0.2,0,0.25,0
"1659",0.05,0,0.230621508379888,0.5,0.0526315789473684,0,0,0.0333333333333333,1,0.333,0
"1660",0.1,0.0909090909090909,0.218400837988827,0.166666666666667,0.0526315789473684,0,0,0.0333333333333333,0.5,0.25,0
"1661",0,0.0909090909090909,0.129713687150838,0,0,0,0.1,0.0333333333333333,0,0,0
"1662",0,0,0.129189944134078,0.166666666666667,0.0701754385964912,0,0,0.0333333333333333,0,0.5,0
"1663",0.35,0.0909090909090909,0.760998603351955,0.166666666666667,0.526315789473684,0,0.2,0.0333333333333333,0.375,0.364,0.846
"1664",0.1,0.0909090909090909,0.760300279329609,0.333333333333333,0.368421052631579,0.25,0.2,0.266666666666667,0.25,0.467,0.75
"1665",0,0.0909090909090909,0.475733240223464,0.333333333333333,0.192982456140351,0.25,0.3,0.3,0,0.385,0.5
"1666",0.05,0.0909090909090909,0.391061452513966,0.166666666666667,0.0701754385964912,0,0,0.133333333333333,0,0.25,0
"1667",0.05,0,0.281948324022346,0.666666666666667,0.0350877192982456,0.125,0.1,0.133333333333333,0,0,1
"1669",0.1,0.272727272727273,0.491969273743017,0.5,0.0350877192982456,0.125,0.3,0.3,0,0.333,0
"1670",0.05,0,0.411312849162011,0.666666666666667,0.0701754385964912,0,0.1,0.133333333333333,0,0.286,0
"1671",0.05,0,0.071054469273743,0,0,0,0,0,0,0,0
"1672",0,0,0.00576117318435754,0,0,0,0,0,0,0,0
"1673",0.2,0.0909090909090909,0.457576815642458,0.333333333333333,0.157894736842105,0.125,0.4,0.1,0,0.364,0.5
"1674",0.05,0,0.420216480446927,0.333333333333333,0.087719298245614,0,0.1,0.0333333333333333,0.5,0.286,0
"1675",0.05,0.0909090909090909,0.402932960893855,0.166666666666667,0.210526315789474,0.125,0.1,0.333333333333333,0,0.333,1
"1676",0,0,0.340083798882682,0.166666666666667,0.140350877192982,0.125,0.3,0.1,0,0.75,1
"1677",0.05,0,0.234811452513966,0.666666666666667,0.0350877192982456,0.375,0.1,0.0666666666666667,0,0.25,0
"1682",0.15,0,0.281599162011173,0,0.263157894736842,0.125,0.2,0.166666666666667,0.4,0.4,1
"1683",0,0,0.23516061452514,0,0.0526315789473684,0,0,0.0666666666666667,0,0.25,1
"1684",0,0.0909090909090909,0.0741969273743017,0.166666666666667,0.0350877192982456,0,0.2,0,0,0.333,0
"1685",0.15,0,0.715956703910615,0.666666666666667,0.245614035087719,0.25,0.2,0.5,0,0.7,0
"1686",0.1,0.0909090909090909,0.613303072625698,0.166666666666667,0.403508771929825,0.125,0.2,0.266666666666667,0,0.625,0.6
"1690",0.05,0,0.491969273743017,0.166666666666667,0.350877192982456,0.375,0.1,0.233333333333333,0,0.615,1
"1691",0.35,0,0.391585195530726,0.333333333333333,0.245614035087719,0.5,0.2,0.0666666666666667,0.5,0.625,1
"1692",0.1,0.0909090909090909,0.337814245810056,0.166666666666667,0.280701754385965,0,0.2,0.133333333333333,0,0.727,0
"1693",0.05,0,0.252618715083799,0.166666666666667,0.0701754385964912,0.125,0.1,0.0333333333333333,0,0.4,0
"1694",0,0,0.115048882681564,0.166666666666667,0,0,0,0,0,0,0
"1695",0,0,0.017981843575419,0,0,0,0,0,0,0,0
"1696",0.05,0.0909090909090909,0.725733240223464,0.833333333333333,0.526315789473684,0,0.3,0.266666666666667,0,0.526,0.833
"1698",0.35,0,0.630586592178771,0.166666666666667,0.210526315789474,0,0.2,0.133333333333333,0.333,0.364,0.75
"1699",0.1,0,0.568784916201117,0.333333333333333,0.228070175438596,0,0,0.333333333333333,0.2,0.286,1
"1700",0.15,0,0.318784916201117,0.333333333333333,0.12280701754386,0.125,0,0.166666666666667,0,0.667,0.75
"1703",0.1,0,0.245984636871508,0.333333333333333,0.0526315789473684,0,0,0.133333333333333,0,0.333,0.5
"1704",0.05,0,0.198149441340782,0,0.0350877192982456,0.125,0.1,0.0333333333333333,0,0,1
"1705",0.1,0.272727272727273,0.721717877094972,0.666666666666667,0.333333333333333,0.125,0.3,0.166666666666667,0.143,0.308,0.5
"1707",0.4,0,0.682437150837989,0.5,0.385964912280702,0.125,0.3,0.2,0.333,0.444,0.714
"1708",0,0.0909090909090909,0.531948324022346,0.333333333333333,0.12280701754386,0.125,0,0.2,0,0.6,0.5
"1709",0.05,0.0909090909090909,0.302898044692737,0.5,0.140350877192982,0,0,0.1,0,1,0
"1710",0,0.0909090909090909,0.407995810055866,0.166666666666667,0.0350877192982456,0,0,0.1,0,0.2,0
"1711",0.1,0,0.403456703910615,0.166666666666667,0.105263157894737,0.125,0,0.3,0,0.6,0
"1712",0.1,0,0.235684357541899,0.333333333333333,0.0350877192982456,0,0.1,0.1,0,0.25,0
"1715",0.3,0,0.773219273743017,0.166666666666667,0.140350877192982,0.5,0.2,0.2,0,0.211,0
"1716",0.05,0.0909090909090909,0.631983240223464,0.5,0.421052631578947,0,0.2,0.4,0,0.6,0
"1717",0.25,0,0.613128491620112,0.333333333333333,0.280701754385965,0.25,0.6,0.2,0.143,0.294,0.833
"1720",0.05,0,0.404329608938547,0.333333333333333,0.157894736842105,0.125,0.1,0.1,0,0.429,1
"1721",0,0.181818181818182,0.28020251396648,0.5,0.087719298245614,0,0,0.1,0,0.4,0.5
"1722",0,0,0.214734636871508,0,0.0350877192982456,0,0.2,0.0666666666666667,0,0.2,0
"1723",0,0.0909090909090909,0.148393854748603,0.333333333333333,0,0,0,0.0333333333333333,0,0,0
"1724",0,0,0.0619762569832402,0,0,0,0,0.1,0,0,0
"1725",0,0.181818181818182,0.615398044692737,0.166666666666667,0.456140350877193,0.375,0.2,0.333333333333333,0,0.588,0.667
"1727",0.05,0,0.439245810055866,0.833333333333333,0.210526315789474,0,0.4,0.1,0.333,0.714,0.5
"1728",0.3,0,0.300104748603352,0.333333333333333,0,0,0.3,0,0,0,0
"1730",0.3,0.0909090909090909,0.478177374301676,0.166666666666667,0.157894736842105,0,0.2,0.0666666666666667,0,0.167,0.7
"1731",0,0.0909090909090909,0.455132681564246,0.833333333333333,0.157894736842105,0,0.1,0.166666666666667,0.25,0.273,1
"1733",0,0.454545454545455,0.368016759776536,0.5,0.105263157894737,0.125,0.2,0.233333333333333,0,0.6,0
"1734",0,0.0909090909090909,0.215607541899441,0,0.087719298245614,0,0.2,0.166666666666667,0,1,0.5
"1735",0.05,0,0.113652234636872,0,0,0,0,0.0333333333333333,0,0,0
"1736",0,0,0.0731494413407821,0.166666666666667,0,0,0.1,0.0666666666666667,0,0,0
"1737",0,0,0.0181564245810056,0,0.0350877192982456,0,0,0,0,1,0
"1738",0.3,0,0.700069832402235,0.666666666666667,0.210526315789474,0.125,0.1,0.1,0.125,0.294,1
"1739",0.45,0,0.67213687150838,0.5,0.385964912280702,0.25,0.2,0.333333333333333,0.444,0.421,1
"1740",0.1,0,0.64752094972067,0.5,0.350877192982456,0.125,0,0.166666666666667,0,0.556,0
"1743",0,0,0.317039106145251,0.5,0.12280701754386,0,0.1,0.166666666666667,0,0.6,1
"1744",0.1,0,0.287534916201117,0.5,0.157894736842105,0.125,0.1,0.166666666666667,0.333,0.429,1
"1746",0,0,0.209497206703911,0,0.0350877192982456,0.25,0,0.0333333333333333,0,0.5,0
"1747",0.15,0,0.194832402234637,0.5,0.157894736842105,0,0.2,0.0333333333333333,0.5,0.8,0
"1748",0,0,0.0438198324022346,0,0,0,0,0.0333333333333333,0,0,0
"1751",0.05,0,0.620810055865922,0.333333333333333,0.245614035087719,0,0.3,0.266666666666667,0,0.636,0
"1752",0.35,0,0.370286312849162,0.5,0.105263157894737,0,0.2,0.1,0,0.5,1
"1753",0.15,0,0.352828212290503,0.333333333333333,0.140350877192982,0.125,0.2,0.166666666666667,0,1,1
"1755",0.25,0,0.418994413407821,0.5,0.0701754385964912,0,0,0.0333333333333333,0,0.333,0
"1757",0,0,0.264490223463687,0.166666666666667,0.0350877192982456,0,0.2,0,0,0.5,0
"1758",0.25,0,0.580831005586592,0.666666666666667,0.245614035087719,0.125,0,0.133333333333333,0,0.375,0.5
"1759",0.05,0,0.498777932960894,0.333333333333333,0.175438596491228,0,0,0.2,0,0.417,0
"1761",0,0.181818181818182,0.424930167597765,0.166666666666667,0.298245614035088,0,0.1,0.133333333333333,0.333,0.333,1
"1764",0,0,0.386696927374302,0.833333333333333,0.12280701754386,0,0.2,0.133333333333333,0.5,0.6,0
"1768",0,0,0.0734986033519553,0,0.0701754385964912,0,0,0.0333333333333333,0,1,0
"1769",0.1,0.272727272727273,0.634776536312849,0.5,0.491228070175439,0,0.4,0.666666666666667,0,0.846,0.429
"1770",0.45,0,0.547311452513967,0.333333333333333,0.12280701754386,0.125,0.2,0.1,0.333,0.375,0
"1771",0.4,0,0.498079608938547,0.833333333333333,0.245614035087719,0.125,0.3,0.166666666666667,0,0.778,0
"1772",0,0,0.478351955307263,0.166666666666667,0.403508771929825,0,0,0.5,0.6,0.438,1
"1774",0,0,0.427374301675978,0,0.0701754385964912,0,0,0.133333333333333,0,0.2,0
"1776",0,0,0.247905027932961,0,0.0526315789473684,0,0,0.0666666666666667,0.5,0.333,0
"1778",0,0,0.0714036312849162,0,0,0,0,0,0,0,0
"1781",0,0,0.0572625698324022,0,0,0,0,0,0,0,0
"1782",0,0.0909090909090909,0.546962290502793,0.166666666666667,0.333333333333333,0,0.2,0.2,0.2,0.421,0.5
"1783",0.15,0.0909090909090909,0.529853351955307,0.333333333333333,0.0526315789473684,0.375,0.2,0.433333333333333,0,0,0.75
"1784",0.2,0,0.455831005586592,0.666666666666667,0.210526315789474,0,0.2,0.1,0,0.231,1
"1785",0.1,0,0.409217877094972,0.666666666666667,0.175438596491228,0,0.1,0.166666666666667,0.5,0.5,0
"1787",0.15,0,0.425104748603352,0,0.0701754385964912,0.25,0,0.0666666666666667,0,0.25,0
"1788",0.05,0,0.375872905027933,0.333333333333333,0.0350877192982456,0.125,0.2,0.1,0,0,1
"1789",0.05,0,0.375174581005587,0,0.12280701754386,0,0.1,0.133333333333333,1,0.286,1
"1790",0.05,0.272727272727273,0.301152234636872,0.333333333333333,0.105263157894737,0,0.1,0.1,0,0.25,1
"1792",0,0,0.0389315642458101,0,0.087719298245614,0,0,0,1,1,0
"1794",0,0,0.646648044692737,0.166666666666667,0.43859649122807,0,0.1,0.166666666666667,0.625,0.5,1
"1796",0.15,0.0909090909090909,0.594622905027933,0.166666666666667,0.543859649122807,0,0.2,0.233333333333333,0.429,0.688,0.857
"1797",0.05,0,0.460195530726257,0.5,0.105263157894737,0.25,0.2,0.133333333333333,0,0.5,0
"1798",0.05,0,0.288233240223464,0.166666666666667,0,0,0,0.0333333333333333,0,0,0
"1800",0.05,0.0909090909090909,0.39036312849162,0.333333333333333,0.140350877192982,0,0.1,0.233333333333333,0,0.571,0
"1801",0.05,0,0.250698324022346,0.333333333333333,0.0526315789473684,0,0,0,0.333,0.25,0
"1802",0,0,0.195530726256983,0.333333333333333,0,0,0,0.1,0,0,0
"1803",0.1,0,0.194308659217877,0.166666666666667,0,0,0.1,0.0666666666666667,0,0,0
"1804",0.05,0,0.0389315642458101,0,0.0350877192982456,0,0,0,0,0.5,0
"1805",0,0,0.598638268156425,0.333333333333333,0.298245614035088,0.25,0.1,0.0666666666666667,0.333,0.438,0.5
"1806",0.05,0,0.542597765363128,0.166666666666667,0.0701754385964912,0,0.1,0.166666666666667,0,0.25,0
"1808",0.3,0,0.407995810055866,0.666666666666667,0.140350877192982,0,0.2,0.0333333333333333,0,0.333,0
"1812",0,0,0.338512569832402,0.166666666666667,0.087719298245614,0,0.1,0.0666666666666667,0.25,0.333,0
"1813",0.05,0,0.245810055865922,0.166666666666667,0,0,0,0.0333333333333333,0,0,0
"1814",0.05,0.0909090909090909,0.197800279329609,0.333333333333333,0.0350877192982456,0.125,0,0.0333333333333333,0,0.333,0
"1815",0,0,0.125349162011173,0.166666666666667,0.0701754385964912,0,0,0.166666666666667,0,0.667,0
"1816",0,0,0.0729748603351955,0,0,0,0,0,0,0,0
"1817",0.6,0,0.56197625698324,0.166666666666667,0.140350877192982,0.375,0.3,0,0,0.5,0
"1819",0.25,0,0.511347765363128,0.5,0.421052631578947,0.125,0.1,0.2,0.6,0.571,0.714
"1820",0.05,0,0.44622905027933,0.333333333333333,0.245614035087719,0,0.3,0.4,0,0.857,1
"1821",0,0.181818181818182,0.302723463687151,0.666666666666667,0.0350877192982456,0,0.1,0.166666666666667,0,0.25,0
"1822",0.05,0,0.444308659217877,0.166666666666667,0.263157894736842,0,0.1,0.433333333333333,0,0.7,0.5
"1823",0.1,0,0.40625,0.333333333333333,0.192982456140351,0.25,0.2,0,0.25,0.5,0.667
"1824",0.05,0,0.246682960893855,0,0.0350877192982456,0,0.1,0.0666666666666667,0,0,1
"1825",0,0.0909090909090909,0.212290502793296,0.5,0.0175438596491228,0,0,0.166666666666667,0,0,0.5
"1826",0,0.0909090909090909,0.158868715083799,0.333333333333333,0.0350877192982456,0,0,0.0666666666666667,0,1,0
"1828",0,0,0.0956703910614525,0,0.087719298245614,0,0,0,1,0.667,0
"1831",0.05,0,0.66393156424581,0.333333333333333,0.0350877192982456,0,0,0.166666666666667,0,0.167,0
"1832",0.2,0.181818181818182,0.603351955307263,0.166666666666667,0.228070175438596,0,0.5,0.366666666666667,0,0.556,0.75
"1833",0.25,0,0.54661312849162,0.333333333333333,0.245614035087719,0,0.3,0.1,1,0.556,1
"1834",0.1,0,0.491969273743017,0.5,0.333333333333333,0.375,0.1,0.233333333333333,0,0.6,0.5
"1835",0.2,0.181818181818182,0.353701117318436,0,0.210526315789474,0,0,0.233333333333333,0,0.556,0.5
"1837",0,0,0.193435754189944,0,0.0350877192982456,0,0.1,0.0333333333333333,0,1,0
"1838",0.05,0,0.158170391061453,0.333333333333333,0.0526315789473684,0,0.1,0.0333333333333333,0.5,0.5,0
"1839",0.05,0,0.142807262569832,0.166666666666667,0.105263157894737,0,0.1,0.0333333333333333,1,0.5,0
"1840",0,0,0.0195530726256983,0,0,0,0,0,0,0,0
"1842",0.25,0.0909090909090909,0.614350558659218,0.166666666666667,0.333333333333333,0,0.2,0.433333333333333,0,0.533,1
"1843",0.2,0,0.565817039106145,0.166666666666667,0.12280701754386,0.375,0.1,0.133333333333333,0,0.273,0.5
"1844",0,0,0.49231843575419,0.666666666666667,0.12280701754386,0,0.3,0.133333333333333,0,0.2,1
"1845",0,0,0.474336592178771,0.666666666666667,0.228070175438596,0.125,0.1,0.133333333333333,0.333,0.385,1
"1846",0.1,0,0.265013966480447,0,0.087719298245614,0,0,0.0666666666666667,0,0.4,1
"1847",0.15,0,0.51483938547486,0.5,0.175438596491228,0.25,0,0.1,0,0.714,0
"1848",0.05,0,0.384776536312849,0.166666666666667,0.0701754385964912,0.125,0.1,0.0333333333333333,0,0.222,0
"1849",0.05,0,0.270251396648045,0.166666666666667,0.175438596491228,0.125,0.3,0.0333333333333333,0,0.556,0
"1850",0.05,0,0.254189944134078,0,0.0701754385964912,0,0,0.0666666666666667,0,0.5,0
"1851",0,0,0.233065642458101,0.166666666666667,0.0701754385964912,0,0,0.133333333333333,0,0.5,0
